CODEST,FECHA,RVIENTO,TMIN,TMAX,TMED,TMINABS,TMAXABS,HRMIN,HRMAX,HRMED,HRMINABS,HRMAXABS,PREC,HORAS0,HORAS7,ETO_PM_FAO,FECHA_2,AÑO,ESTACION
AL41,17/03/2004,74.52,10.7,20.0,14.29,10.6,20.9,50.6,93.8,80.7,48.0,93.8,0.0,0.0,0.0,1.897282312,2004-03-17,2004,INVIERNO
AL41,18/03/2004,55.44,12.7,18.9,14.55,12.6,19.7,56.0,91.8,80.54,54.8,91.9,0.0,0.0,0.0,1.941961258,2004-03-18,2004,INVIERNO
AL41,19/03/2004,48.6,8.6,15.4,13.1,8.0,15.8,80.2,93.7,88.42,78.8,93.8,0.0,0.0,0.0,1.152650511,2004-03-19,2004,INVIERNO
AL41,20/03/2004,70.2,6.3,22.7,13.23,6.1,23.6,40.2,94.6,80.58,39.0,94.6,0.1,0.0,1.0,2.838466389,2004-03-20,2004,INVIERNO
AL41,21/03/2004,78.48,6.1,25.4,15.2,5.6,25.9,33.3,93.8,68.45,33.0,93.9,0.0,0.0,3.0,3.244322504,2004-03-21,2004,PRIMAVERA
AL41,22/03/2004,120.6,8.7,22.5,15.15,7.5,23.3,14.8,92.9,59.86,14.2,93.1,0.0,0.0,0.0,3.61749897,2004-03-22,2004,PRIMAVERA
AL41,23/03/2004,114.84,6.1,20.8,13.22,5.5,21.8,18.4,85.2,40.53,18.0,88.5,0.0,0.0,1.0,3.517037926,2004-03-23,2004,PRIMAVERA
AL41,24/03/2004,117.36,4.1,19.2,11.32,3.7,20.0,27.8,90.7,66.46,27.0,90.8,0.0,0.0,7.0,2.903255128,2004-03-24,2004,PRIMAVERA
AL41,25/03/2004,99.36,9.5,16.7,11.89,9.1,17.7,37.4,92.5,68.88,34.4,93.1,2.4,0.0,0.0,2.251773091,2004-03-25,2004,PRIMAVERA
AL41,26/03/2004,159.12,6.9,9.3,7.52,6.8,9.8,87.4,94.0,92.95,85.6,94.1,27.4,0.0,1.0,0.721761344,2004-03-26,2004,PRIMAVERA
AL41,27/03/2004,131.4,7.4,10.8,9.15,7.3,11.2,84.8,93.3,91.23,84.7,93.4,3.8,0.0,0.0,0.773747296,2004-03-27,2004,PRIMAVERA
AL41,28/03/2004,110.52,9.1,11.9,10.53,9.1,12.3,92.2,93.1,92.81,92.1,93.1,2.8,0.0,0.0,0.64683875,2004-03-28,2004,PRIMAVERA
AL41,29/03/2004,160.2,9.1,17.7,12.6,9.0,20.0,47.7,93.1,81.4,42.7,93.1,12.3,0.0,0.0,2.307509417,2004-03-29,2004,PRIMAVERA
AL41,30/03/2004,123.48,9.7,19.1,13.72,9.6,20.5,33.2,93.0,58.91,30.1,93.1,0.5,0.0,0.0,2.686362207,2004-03-30,2004,PRIMAVERA
AL41,31/03/2004,87.12,7.6,19.0,13.07,6.8,20.5,33.1,92.3,64.67,30.7,92.3,0.0,0.0,0.0,2.6195797,2004-03-31,2004,PRIMAVERA
AL41,01/04/2004,110.52,4.9,20.1,12.78,4.6,20.9,40.9,93.7,73.89,36.1,93.8,0.0,0.0,5.0,3.442619492,2004-04-01,2004,PRIMAVERA
AL41,02/04/2004,148.32,9.5,21.2,15.21,9.1,22.5,23.3,93.0,48.47,22.4,93.1,0.0,0.0,0.0,3.535900632,2004-04-02,2004,PRIMAVERA
AL41,03/04/2004,82.08,3.7,21.7,13.02,3.4,22.3,28.0,90.7,58.63,27.0,90.8,0.0,0.0,5.0,3.543918538,2004-04-03,2004,PRIMAVERA
AL41,04/04/2004,66.96,4.4,23.3,13.52,4.1,23.8,26.1,93.7,63.7,25.5,93.8,0.0,0.0,7.0,3.48305504,2004-04-04,2004,PRIMAVERA
AL41,05/04/2004,62.28,4.6,24.2,13.81,4.2,24.9,24.9,93.7,60.73,23.9,93.8,0.0,0.0,6.0,3.375429936,2004-04-05,2004,PRIMAVERA
AL41,06/04/2004,76.68,6.2,27.0,16.17,5.6,27.7,25.9,91.6,62.17,25.5,91.9,0.0,0.0,4.0,3.947097982,2004-04-06,2004,PRIMAVERA
AL41,07/04/2004,108.36,8.1,24.5,16.09,7.5,25.2,37.8,93.0,71.84,36.1,93.1,0.0,0.0,0.0,3.965932557,2004-04-07,2004,PRIMAVERA
AL41,08/04/2004,74.52,12.6,19.3,15.23,12.5,21.4,64.0,95.7,81.06,60.8,96.2,0.9,0.0,0.0,1.91735856,2004-04-08,2004,PRIMAVERA
AL41,09/04/2004,130.68,9.1,13.6,11.15,9.1,13.8,73.6,96.9,87.39,70.5,96.9,9.6,0.0,0.0,1.389757494,2004-04-09,2004,PRIMAVERA
AL41,10/04/2004,81.36,7.6,10.9,9.0,7.6,11.4,76.1,94.1,86.14,73.5,94.6,2.4,0.0,0.0,1.055814735,2004-04-10,2004,PRIMAVERA
AL41,11/04/2004,106.2,7.1,11.0,8.95,6.9,11.4,63.8,90.8,74.78,62.5,91.6,2.5,0.0,0.0,1.254759824,2004-04-11,2004,PRIMAVERA
AL41,12/04/2004,78.48,3.0,18.9,11.88,2.6,20.0,35.6,95.2,66.34,33.8,97.6,0.0,0.0,6.0,3.338885567,2004-04-12,2004,PRIMAVERA
AL41,13/04/2004,108.36,4.3,20.1,12.05,3.9,21.2,27.8,97.5,65.87,26.2,97.6,0.0,0.0,6.0,3.86681754,2004-04-13,2004,PRIMAVERA
AL41,14/04/2004,125.64,5.2,17.9,11.98,4.8,19.0,42.1,97.6,68.4,41.2,97.8,0.0,0.0,3.0,3.449337798,2004-04-14,2004,PRIMAVERA
AL41,15/04/2004,165.24,9.8,18.1,13.32,9.6,18.7,50.1,97.6,75.46,48.0,98.4,32.2,0.0,0.0,2.507788584,2004-04-15,2004,PRIMAVERA
AL41,16/04/2004,141.84,10.7,19.7,14.8,10.5,20.0,48.0,93.9,66.93,46.6,96.1,19.5,0.0,0.0,2.473484043,2004-04-16,2004,PRIMAVERA
AL41,17/04/2004,64.44,6.8,22.6,14.84,6.3,23.5,38.8,99.0,68.15,37.6,99.1,0.0,0.0,1.0,3.40070091,2004-04-17,2004,PRIMAVERA
AL41,18/04/2004,159.12,5.8,23.4,15.8,5.6,24.4,36.3,87.8,54.31,35.2,93.1,0.0,0.0,1.0,4.150497318,2004-04-18,2004,PRIMAVERA
AL41,19/04/2004,118.08,9.5,21.6,15.53,9.3,22.5,38.1,95.5,61.0,36.8,96.1,0.0,0.0,0.0,3.557614408,2004-04-19,2004,PRIMAVERA
AL41,20/04/2004,85.68,8.1,24.7,16.37,7.6,25.9,37.1,86.2,60.18,36.1,89.3,0.0,0.0,0.0,4.366317537,2004-04-20,2004,PRIMAVERA
AL41,21/04/2004,87.84,7.8,24.6,15.78,7.6,25.1,36.8,99.1,72.65,35.3,99.1,0.0,0.0,0.0,4.205352248,2004-04-21,2004,PRIMAVERA
AL41,22/04/2004,138.24,9.4,23.6,17.45,9.2,24.6,27.5,99.6,54.75,27.1,99.7,0.0,0.0,0.0,4.596198002,2004-04-22,2004,PRIMAVERA
AL41,23/04/2004,156.96,11.2,23.5,16.75,10.6,24.9,34.0,85.8,49.18,32.4,88.6,0.0,0.0,0.0,4.870530962,2004-04-23,2004,PRIMAVERA
AL41,24/04/2004,100.08,6.6,24.0,15.88,6.3,24.6,31.8,98.2,63.54,31.6,98.3,0.0,0.0,1.0,4.475460693,2004-04-24,2004,PRIMAVERA
AL41,25/04/2004,89.64,7.3,25.7,17.44,6.8,26.3,37.7,97.5,63.49,36.9,97.6,0.0,0.0,0.0,4.611490251,2004-04-25,2004,PRIMAVERA
AL41,26/04/2004,104.76,7.8,24.5,16.09,7.7,25.8,36.5,99.1,67.54,35.2,99.1,0.0,0.0,0.0,4.491735444,2004-04-26,2004,PRIMAVERA
AL41,27/04/2004,108.0,6.0,23.8,16.14,5.6,24.4,33.1,97.8,58.08,32.9,98.3,0.0,0.0,3.0,4.538351968,2004-04-27,2004,PRIMAVERA
AL41,28/04/2004,96.12,12.3,19.5,15.2,12.3,20.4,41.2,98.7,64.35,40.5,99.1,1.8,0.0,0.0,1.877387063,2004-04-28,2004,PRIMAVERA
AL41,29/04/2004,128.52,11.0,25.5,17.81,10.3,26.4,27.1,99.1,62.95,25.6,99.1,0.1,0.0,0.0,4.439386469,2004-04-29,2004,PRIMAVERA
AL41,30/04/2004,141.48,12.5,24.9,17.95,12.2,25.7,28.9,68.3,45.73,28.5,69.8,0.0,0.0,0.0,4.692026123,2004-04-30,2004,PRIMAVERA
AL41,01/05/2004,123.12,7.3,20.9,15.11,6.8,21.8,38.5,84.2,60.55,36.1,85.6,0.0,0.0,0.0,3.711769986,2004-05-01,2004,PRIMAVERA
AL41,02/05/2004,106.2,10.8,21.3,16.02,10.5,22.2,46.8,93.0,71.71,45.9,94.6,0.9,0.0,0.0,2.944418608,2004-05-02,2004,PRIMAVERA
AL41,03/05/2004,110.16,12.0,18.8,14.47,11.6,19.7,53.9,99.1,82.54,51.2,99.1,6.7,0.0,0.0,2.115327842,2004-05-03,2004,PRIMAVERA
AL41,04/05/2004,126.36,11.3,22.5,15.15,11.1,23.6,38.2,99.1,69.89,36.8,99.1,0.0,0.0,0.0,3.461243241,2004-05-04,2004,PRIMAVERA
AL41,05/05/2004,201.96,15.1,22.4,18.63,13.6,24.6,40.2,67.2,47.74,37.6,75.8,0.0,0.0,0.0,4.128123742,2004-05-05,2004,PRIMAVERA
AL41,06/05/2004,136.44,13.7,25.7,19.6,12.8,26.5,30.3,59.6,43.33,29.6,62.2,0.0,0.0,0.0,4.880852716,2004-05-06,2004,PRIMAVERA
AL41,07/05/2004,80.28,12.6,23.5,17.64,11.9,24.8,39.4,64.3,52.05,38.3,67.2,0.0,0.0,0.0,3.841991028,2004-05-07,2004,PRIMAVERA
AL41,08/05/2004,116.28,11.4,23.4,16.43,11.0,24.3,32.6,96.1,61.05,32.4,96.2,0.0,0.0,0.0,4.105526995,2004-05-08,2004,PRIMAVERA
AL41,09/05/2004,113.4,7.2,21.8,15.1,6.6,22.9,46.8,99.1,73.83,45.8,99.2,0.0,0.0,0.0,3.592106896,2004-05-09,2004,PRIMAVERA
AL41,10/05/2004,92.16,10.3,24.4,16.7,10.2,25.9,35.0,96.8,69.36,34.6,96.9,3.8,0.0,0.0,3.426158236,2004-05-10,2004,PRIMAVERA
AL41,11/05/2004,84.96,11.3,14.9,13.0,11.3,15.2,75.5,98.3,91.22,72.8,98.4,4.9,0.0,0.0,1.374622564,2004-05-11,2004,PRIMAVERA
AL41,12/05/2004,101.88,11.7,20.9,15.35,11.6,21.9,45.6,95.0,68.14,40.6,96.8,0.0,0.0,0.0,3.008807504,2004-05-12,2004,PRIMAVERA
AL41,13/05/2004,50.4,10.2,24.2,15.88,9.9,25.6,42.8,99.1,77.57,41.4,99.1,1.0,0.0,0.0,3.051279834,2004-05-13,2004,PRIMAVERA
AL41,14/05/2004,90.36,8.7,21.4,15.28,8.5,22.6,50.1,99.6,80.43,49.6,99.7,1.8,0.0,0.0,3.165477283,2004-05-14,2004,PRIMAVERA
AL41,15/05/2004,108.36,9.4,22.2,16.6,9.2,23.1,39.3,96.7,68.03,39.0,97.6,0.0,0.0,0.0,4.478002039,2004-05-15,2004,PRIMAVERA
AL41,16/05/2004,98.28,7.3,25.1,16.3,7.0,26.1,35.0,98.2,64.81,33.8,98.4,0.0,0.0,0.0,4.816885879,2004-05-16,2004,PRIMAVERA
AL41,17/05/2004,105.12,6.9,26.7,17.51,6.4,27.4,29.2,99.5,64.12,28.6,99.7,0.0,0.0,1.0,5.155424311,2004-05-17,2004,PRIMAVERA
AL41,18/05/2004,127.08,12.9,26.1,19.09,12.7,26.8,35.1,88.7,60.09,34.4,90.1,0.0,0.0,0.0,5.273654689,2004-05-18,2004,PRIMAVERA
AL41,19/05/2004,126.72,12.7,25.6,19.08,12.1,26.5,31.9,87.3,55.82,30.7,88.6,0.0,0.0,0.0,5.403329336,2004-05-19,2004,PRIMAVERA
AL41,20/05/2004,107.28,12.6,26.9,19.42,12.2,27.8,32.8,87.1,53.01,32.4,91.6,0.0,0.0,0.0,5.360386286,2004-05-20,2004,PRIMAVERA
AL41,21/05/2004,51.84,10.9,22.9,17.32,10.4,23.9,47.7,96.1,71.07,45.8,96.9,3.9,0.0,0.0,2.530410693,2004-05-21,2004,PRIMAVERA
AL41,22/05/2004,114.12,12.3,22.5,17.73,11.9,23.8,58.9,98.2,79.41,57.0,99.1,1.4,0.0,0.0,3.011486337,2004-05-22,2004,PRIMAVERA
AL41,23/05/2004,114.12,10.0,23.0,17.05,9.7,24.4,55.7,99.6,80.03,54.1,99.7,0.0,0.0,0.0,3.674179655,2004-05-23,2004,PRIMAVERA
AL41,24/05/2004,95.04,13.7,23.9,18.96,13.1,24.8,40.3,95.3,63.77,39.7,95.5,0.0,0.0,0.0,4.0120533,2004-05-24,2004,PRIMAVERA
AL41,25/05/2004,47.52,10.7,21.4,16.37,10.4,22.2,45.7,93.1,73.9,44.2,93.8,0.0,0.0,0.0,2.398435575,2004-05-25,2004,PRIMAVERA
AL41,26/05/2004,68.04,13.4,23.2,17.1,12.9,23.9,53.3,98.3,81.89,49.9,98.4,2.6,0.0,0.0,3.396236339,2004-05-26,2004,PRIMAVERA
AL41,27/05/2004,73.08,10.3,26.8,18.96,10.2,28.0,41.4,99.6,74.79,40.2,99.7,0.6,0.0,0.0,4.363481108,2004-05-27,2004,PRIMAVERA
AL41,28/05/2004,86.04,13.9,30.2,21.44,13.8,31.2,36.5,99.3,71.83,33.9,99.5,0.0,0.0,0.0,5.204959744,2004-05-28,2004,PRIMAVERA
AL41,29/05/2004,75.6,14.4,31.3,22.88,14.2,32.9,34.8,97.8,63.67,33.2,98.4,0.0,0.0,0.0,5.083195411,2004-05-29,2004,PRIMAVERA
AL41,30/05/2004,89.28,13.5,30.0,22.12,13.3,31.1,38.3,97.4,68.11,36.9,97.6,0.0,0.0,0.0,5.200512712,2004-05-30,2004,PRIMAVERA
AL41,31/05/2004,120.6,17.0,30.5,23.43,16.7,31.1,39.7,94.9,65.68,39.1,95.4,0.0,0.0,0.0,5.533525662,2004-05-31,2004,PRIMAVERA
AL41,01/06/2004,78.84,14.3,32.7,23.14,14.1,33.2,30.2,96.3,59.84,30.1,96.9,0.0,0.0,0.0,5.18074882,2004-06-01,2004,PRIMAVERA
AL41,02/06/2004,90.36,14.3,34.1,25.03,13.7,34.9,30.0,92.7,55.34,29.4,93.1,0.0,0.0,0.0,6.029777132,2004-06-02,2004,PRIMAVERA
AL41,03/06/2004,101.88,17.4,30.5,23.8,17.0,31.4,40.9,92.1,65.58,39.2,93.1,0.0,0.0,0.0,5.743636208,2004-06-03,2004,PRIMAVERA
AL41,04/06/2004,91.08,14.2,28.5,21.63,13.9,29.2,43.6,98.0,65.72,42.9,98.4,0.0,0.0,0.0,5.390050019,2004-06-04,2004,PRIMAVERA
AL41,05/06/2004,101.16,13.7,30.2,22.75,13.6,31.0,42.6,90.8,64.8,41.7,91.6,0.0,0.0,0.0,5.665506751,2004-06-05,2004,PRIMAVERA
AL41,06/06/2004,138.6,17.6,30.7,24.04,17.0,31.5,51.0,96.6,73.28,47.1,96.9,0.1,0.0,0.0,5.241146275,2004-06-06,2004,PRIMAVERA
AL41,07/06/2004,137.16,19.6,30.0,23.9,19.3,30.9,32.8,91.5,59.52,32.3,96.9,0.0,0.0,0.0,5.19155503,2004-06-07,2004,PRIMAVERA
AL41,08/06/2004,138.96,19.5,29.8,23.88,19.0,30.5,37.3,70.9,55.77,36.9,73.6,0.0,0.0,0.0,5.146002831,2004-06-08,2004,PRIMAVERA
AL41,09/06/2004,104.04,17.7,30.9,24.46,17.3,31.6,33.1,82.0,55.95,31.6,84.8,0.0,0.0,0.0,4.737942625,2004-06-09,2004,PRIMAVERA
AL41,10/06/2004,120.96,17.2,31.8,24.17,16.8,32.9,36.0,85.6,54.29,34.6,86.6,0.0,0.0,0.0,5.970002681,2004-06-10,2004,PRIMAVERA
AL41,11/06/2004,90.0,13.5,31.4,22.83,13.1,32.3,31.7,90.6,57.03,30.9,91.6,0.0,0.0,0.0,5.586903091,2004-06-11,2004,PRIMAVERA
AL41,12/06/2004,101.16,13.7,31.1,23.27,13.2,32.1,32.8,86.6,55.27,32.4,88.6,0.0,0.0,0.0,5.84642245,2004-06-12,2004,PRIMAVERA
AL41,13/06/2004,93.24,16.4,32.3,23.1,15.5,33.6,37.5,97.6,65.22,35.4,97.6,1.9,0.0,0.0,5.150887043,2004-06-13,2004,PRIMAVERA
AL41,14/06/2004,118.08,14.3,27.7,19.91,13.5,28.3,35.6,99.0,72.75,35.3,99.1,9.8,0.0,0.0,3.990521922,2004-06-14,2004,PRIMAVERA
AL41,15/06/2004,99.72,13.4,26.5,19.7,13.1,27.7,40.0,95.8,66.17,37.6,96.2,0.0,0.0,0.0,4.530885578,2004-06-15,2004,PRIMAVERA
AL41,16/06/2004,97.56,12.1,31.1,21.41,11.9,32.4,29.0,99.1,60.11,28.0,99.1,0.0,0.0,0.0,5.489903752,2004-06-16,2004,PRIMAVERA
AL41,17/06/2004,102.96,12.8,34.0,24.31,12.4,35.1,30.7,93.6,55.04,28.7,94.6,0.0,0.0,0.0,6.331728536,2004-06-17,2004,PRIMAVERA
AL41,18/06/2004,124.92,14.5,34.4,25.93,14.4,35.1,29.5,92.8,51.22,29.3,93.1,0.0,0.0,0.0,6.726871886,2004-06-18,2004,PRIMAVERA
AL41,19/06/2004,94.32,17.1,35.0,26.51,17.0,36.2,24.2,92.1,51.19,23.5,93.8,0.0,0.0,0.0,6.407745784,2004-06-19,2004,PRIMAVERA
AL41,20/06/2004,84.96,16.1,30.9,23.67,15.6,31.9,42.9,92.7,63.86,41.0,93.9,0.0,0.0,0.0,4.165320992,2004-06-20,2004,PRIMAVERA
AL41,21/06/2004,91.44,15.8,31.3,23.52,15.5,32.3,37.8,97.6,69.35,35.3,97.7,0.0,0.0,0.0,5.446680907,2004-06-21,2004,VERANO
AL41,22/06/2004,96.48,14.8,32.6,24.1,14.6,33.7,34.8,96.7,59.86,33.9,97.6,0.0,0.0,0.0,6.04670265,2004-06-22,2004,VERANO
AL41,23/06/2004,104.04,14.9,36.7,26.87,14.7,37.8,29.8,86.8,51.36,29.0,89.4,0.0,0.0,0.0,6.706732871,2004-06-23,2004,VERANO
AL41,24/06/2004,151.56,18.9,38.0,28.81,18.7,39.3,36.1,80.3,55.07,34.8,84.1,0.0,0.0,0.0,7.330778047,2004-06-24,2004,VERANO
AL41,25/06/2004,126.36,18.5,31.7,25.72,18.3,32.6,41.6,96.0,66.8,39.9,96.9,0.0,0.0,0.0,5.95203661,2004-06-25,2004,VERANO
AL41,26/06/2004,102.24,18.1,37.1,27.76,17.7,38.0,31.1,94.6,55.78,30.9,95.6,0.0,0.0,0.0,6.724681253,2004-06-26,2004,VERANO
AL41,27/06/2004,129.96,21.9,36.6,29.25,21.4,37.6,32.5,60.3,44.99,32.5,61.6,0.0,0.0,0.0,7.214291443,2004-06-27,2004,VERANO
AL41,28/06/2004,68.76,18.2,38.4,28.28,17.8,39.0,32.3,75.4,50.79,31.8,78.1,0.0,0.0,0.0,6.470182115,2004-06-28,2004,VERANO
AL41,29/06/2004,112.68,19.0,36.5,28.5,18.6,37.1,32.4,78.6,51.52,31.7,80.3,0.0,0.0,0.0,6.475065828,2004-06-29,2004,VERANO
AL41,30/06/2004,92.16,18.9,36.5,28.22,18.7,38.0,34.9,81.0,53.99,34.0,82.6,0.0,0.0,0.0,5.586956236,2004-06-30,2004,VERANO
AL41,01/07/2004,137.88,20.8,36.0,28.12,19.6,37.7,42.0,89.6,63.32,40.3,90.6,0.0,0.0,0.0,6.728365055,2004-07-01,2004,VERANO
AL41,02/07/2004,135.36,19.6,32.1,26.43,19.2,32.9,48.4,97.4,68.32,48.1,97.7,0.0,0.0,0.0,5.988424495,2004-07-02,2004,VERANO
AL41,03/07/2004,137.16,20.7,30.6,25.75,20.5,31.4,43.0,89.7,62.61,42.9,90.1,0.0,0.0,0.0,6.059566804,2004-07-03,2004,VERANO
AL41,04/07/2004,113.4,16.0,31.7,25.11,15.9,32.6,40.2,94.3,63.45,38.5,94.6,0.0,0.0,0.0,6.041088689,2004-07-04,2004,VERANO
AL41,05/07/2004,104.4,17.9,34.5,26.69,17.6,35.6,36.4,91.3,63.98,35.5,92.7,0.0,0.0,0.0,5.864433082,2004-07-05,2004,VERANO
AL41,06/07/2004,96.48,21.8,30.3,25.82,21.6,31.6,55.9,92.4,73.26,54.1,93.2,0.3,0.0,0.0,3.402305437,2004-07-06,2004,VERANO
AL41,07/07/2004,119.88,20.0,33.4,26.95,19.6,34.0,33.8,97.6,63.82,32.3,97.7,0.0,0.0,0.0,6.609878321,2004-07-07,2004,VERANO
AL41,08/07/2004,138.24,18.7,32.8,25.73,17.8,34.0,29.0,71.3,40.12,28.0,77.9,0.0,0.0,0.0,6.815592212,2004-07-08,2004,VERANO
AL41,09/07/2004,129.6,13.6,29.6,23.44,13.1,31.0,41.4,80.2,52.04,39.7,84.1,0.0,0.0,0.0,5.133957823,2004-07-09,2004,VERANO
AL41,10/07/2004,110.16,13.2,31.6,23.4,12.9,32.3,33.2,93.7,62.87,32.5,93.9,0.0,0.0,0.0,5.982893086,2004-07-10,2004,VERANO
AL41,11/07/2004,114.84,15.1,29.3,23.21,14.9,30.0,48.6,93.5,71.26,47.4,94.6,0.0,0.0,0.0,5.343632148,2004-07-11,2004,VERANO
AL41,12/07/2004,100.44,17.3,31.3,24.21,17.1,32.1,43.3,95.7,68.3,42.9,96.9,0.0,0.0,0.0,5.188836996,2004-07-12,2004,VERANO
AL41,13/07/2004,96.84,18.4,30.5,24.55,18.0,31.7,46.0,94.3,68.26,45.1,95.4,0.0,0.0,0.0,4.508901192,2004-07-13,2004,VERANO
AL41,14/07/2004,118.8,15.4,29.7,23.37,15.0,30.5,45.6,96.6,68.47,44.3,97.6,0.0,0.0,0.0,5.54899604,2004-07-14,2004,VERANO
AL41,15/07/2004,108.72,16.2,30.3,23.73,15.8,31.2,44.5,96.3,65.33,43.6,96.9,0.0,0.0,0.0,5.66106515,2004-07-15,2004,VERANO
AL41,16/07/2004,95.4,14.5,32.5,24.49,14.4,33.6,35.6,89.0,59.56,33.9,90.1,0.0,0.0,0.0,5.00986993,2004-07-16,2004,VERANO
AL41,17/07/2004,113.76,21.3,33.6,26.75,20.9,34.5,30.5,88.1,54.89,30.2,88.6,0.0,0.0,0.0,6.289407223,2004-07-17,2004,VERANO
AL41,18/07/2004,116.28,18.4,31.7,25.68,17.7,32.4,47.5,95.1,71.93,46.0,95.9,0.0,0.0,0.0,6.404801195,2004-07-18,2004,VERANO
AL41,19/07/2004,143.64,18.6,30.8,25.4,18.3,31.4,49.7,97.9,72.55,48.9,98.4,0.0,0.0,0.0,5.675872619,2004-07-19,2004,VERANO
AL41,20/07/2004,122.76,18.1,34.4,26.8,17.8,35.0,39.3,97.2,69.13,36.2,97.7,0.0,0.0,0.0,6.09876869,2004-07-20,2004,VERANO
AL41,21/07/2004,98.28,20.8,34.9,27.38,20.5,35.6,43.0,95.6,70.35,42.2,96.2,0.0,0.0,0.0,5.767148148,2004-07-21,2004,VERANO
AL41,22/07/2004,100.08,19.7,36.9,28.32,19.6,37.9,43.7,96.3,69.34,42.2,97.5,0.0,0.0,0.0,5.517710032,2004-07-22,2004,VERANO
AL41,23/07/2004,83.52,21.2,39.8,30.1,20.9,41.0,34.3,96.9,62.74,31.8,97.7,0.0,0.0,0.0,5.519613044,2004-07-23,2004,VERANO
AL41,24/07/2004,95.4,22.9,39.3,31.14,22.3,40.5,36.8,89.2,58.12,34.3,89.4,0.0,0.0,0.0,6.165425798,2004-07-24,2004,VERANO
AL41,25/07/2004,106.56,23.0,37.8,29.22,22.7,39.0,43.4,85.2,69.15,42.3,85.6,0.0,0.0,0.0,5.949395519,2004-07-25,2004,VERANO
AL41,26/07/2004,140.76,21.5,35.4,28.01,21.0,36.3,40.6,92.7,66.04,39.9,93.9,0.0,0.0,0.0,6.355633403,2004-07-26,2004,VERANO
AL41,27/07/2004,110.52,18.2,34.2,26.37,17.8,34.9,40.1,92.8,63.62,38.4,93.8,0.0,0.0,0.0,5.970239048,2004-07-27,2004,VERANO
AL41,28/07/2004,119.52,17.7,33.5,26.3,17.4,34.2,39.7,93.9,67.27,39.1,95.1,0.0,0.0,0.0,5.741982516,2004-07-28,2004,VERANO
AL41,29/07/2004,106.56,20.6,32.9,27.2,20.1,34.0,46.7,96.8,69.95,45.2,98.4,0.0,0.0,0.0,5.450758735,2004-07-29,2004,VERANO
AL41,30/07/2004,96.48,19.2,33.5,26.69,18.9,34.5,42.2,95.2,65.78,41.5,95.5,0.0,0.0,0.0,5.600551713,2004-07-30,2004,VERANO
AL41,31/07/2004,102.6,17.4,34.4,26.52,17.0,35.2,36.8,91.0,62.88,35.4,92.4,0.0,0.0,0.0,5.7660308,2004-07-31,2004,VERANO
AL41,01/08/2004,114.48,20.1,35.5,28.0,19.9,36.2,34.6,93.4,61.14,33.9,94.0,0.0,0.0,0.0,5.997329388,2004-08-01,2004,VERANO
AL41,02/08/2004,91.44,19.1,36.9,26.83,18.7,37.5,29.2,88.5,63.18,28.2,91.7,0.0,0.0,0.0,4.695411028,2004-08-02,2004,VERANO
AL41,03/08/2004,84.96,17.7,36.0,27.83,17.4,36.8,35.1,93.9,58.98,34.1,94.6,0.0,0.0,0.0,5.443297114,2004-08-03,2004,VERANO
AL41,04/08/2004,102.6,19.9,36.5,28.62,19.5,38.8,35.6,86.7,51.63,34.1,88.6,0.0,0.0,0.0,5.341541928,2004-08-04,2004,VERANO
AL41,05/08/2004,128.88,21.1,34.0,27.67,19.7,35.4,46.8,92.1,67.79,45.2,94.6,0.0,0.0,0.0,5.736950318,2004-08-05,2004,VERANO
AL41,06/08/2004,99.36,19.0,34.2,27.05,18.7,35.5,39.0,98.4,65.8,37.7,98.4,0.1,0.0,0.0,5.607971598,2004-08-06,2004,VERANO
AL41,07/08/2004,142.2,22.4,31.7,26.85,21.9,32.7,54.9,90.8,70.81,53.4,90.9,0.0,0.0,0.0,4.462600299,2004-08-07,2004,VERANO
AL41,08/08/2004,135.0,21.0,32.5,27.12,20.9,33.4,48.7,97.6,71.11,47.4,97.7,0.0,0.0,0.0,5.291103874,2004-08-08,2004,VERANO
AL41,09/08/2004,108.72,19.1,35.0,28.09,18.6,35.8,37.3,94.7,59.81,36.9,95.4,0.0,0.0,0.0,5.86239661,2004-08-09,2004,VERANO
AL41,10/08/2004,123.48,20.7,35.7,29.26,20.3,37.1,32.0,75.6,47.5,28.8,75.8,0.0,0.0,0.0,6.290250443,2004-08-10,2004,VERANO
AL41,11/08/2004,127.08,20.5,33.3,27.53,20.0,34.1,36.4,87.7,50.49,35.5,89.4,0.0,0.0,0.0,5.986146356,2004-08-11,2004,VERANO
AL41,12/08/2004,93.6,17.6,36.5,27.12,17.4,38.1,32.1,92.6,58.78,30.3,93.7,0.0,0.0,0.0,5.885841919,2004-08-12,2004,VERANO
AL41,13/08/2004,138.96,21.8,37.0,29.58,20.7,38.5,31.3,90.9,48.7,30.3,91.3,0.0,0.0,0.0,6.544427798,2004-08-13,2004,VERANO
AL41,14/08/2004,124.56,20.9,34.7,28.01,20.5,35.7,39.3,96.1,68.42,38.4,96.2,0.0,0.0,0.0,5.88538929,2004-08-14,2004,VERANO
AL41,15/08/2004,111.96,21.2,36.0,28.41,20.9,36.8,29.9,96.1,66.92,29.5,96.8,0.0,0.0,0.0,5.998581144,2004-08-15,2004,VERANO
AL41,16/08/2004,93.6,19.7,38.9,27.41,19.3,40.2,28.7,97.4,68.41,28.1,97.7,0.0,0.0,0.0,6.043942035,2004-08-16,2004,VERANO
