CODEST,FECHA,RVIENTO,TMIN,TMAX,TMED,TMINABS,TMAXABS,HRMIN,HRMAX,HRMED,HRMINABS,HRMAXABS,PREC,HORAS0,HORAS7,ETO_PM_FAO,FECHA_2,AÑO,ESTACION
AL41,17/08/2004,99.36,16.6,35.8,27.62,16.1,36.7,27.5,93.8,53.4,26.5,94.5,0.0,0.0,0.0,5.789246345,2004-08-17,2004,VERANO
AL41,18/08/2004,102.6,18.4,36.1,27.56,17.8,37.1,36.7,76.6,53.01,35.5,78.9,0.0,0.0,0.0,5.823475901,2004-08-18,2004,VERANO
AL41,19/08/2004,97.56,17.5,35.6,27.73,17.3,36.6,34.1,85.6,54.79,31.7,86.4,0.0,0.0,0.0,5.688764713,2004-08-19,2004,VERANO
AL41,20/08/2004,139.68,22.6,35.5,28.24,22.2,36.8,36.4,84.2,50.65,35.5,84.9,0.0,0.0,0.0,6.175176407,2004-08-20,2004,VERANO
AL41,21/08/2004,155.16,22.7,30.9,26.56,21.9,32.1,38.6,91.1,58.75,38.2,91.7,0.0,0.0,0.0,5.017441951,2004-08-21,2004,VERANO
AL41,22/08/2004,104.76,18.6,33.1,26.0,18.3,34.9,42.2,96.8,69.87,40.7,97.0,0.0,0.0,0.0,5.138221604,2004-08-22,2004,VERANO
AL41,23/08/2004,81.0,22.2,37.6,28.48,21.9,38.5,38.5,90.8,65.89,37.0,91.7,0.0,0.0,0.0,4.793577942,2004-08-23,2004,VERANO
AL41,24/08/2004,92.16,21.4,39.7,30.89,20.9,41.4,28.8,97.4,61.68,25.7,97.7,0.0,0.0,0.0,5.17265779,2004-08-24,2004,VERANO
AL41,25/08/2004,125.28,23.3,35.7,28.73,23.1,36.4,46.0,94.3,73.91,45.2,95.5,0.0,0.0,0.0,5.166014048,2004-08-25,2004,VERANO
AL41,26/08/2004,100.44,22.9,32.8,27.5,22.6,33.6,52.0,97.9,74.2,51.2,98.2,0.0,0.0,0.0,4.548979618,2004-08-26,2004,VERANO
AL41,27/08/2004,146.16,22.0,31.3,26.78,21.3,31.8,53.8,95.2,74.05,53.0,95.5,0.0,0.0,0.0,4.643289203,2004-08-27,2004,VERANO
AL41,28/08/2004,72.0,19.8,34.5,25.95,19.6,35.8,43.3,95.4,74.91,42.6,95.5,0.0,0.0,0.0,4.142251279,2004-08-28,2004,VERANO
AL41,29/08/2004,88.2,21.3,33.4,26.48,20.8,34.3,44.4,96.8,72.83,43.7,96.9,0.0,0.0,0.0,4.793811826,2004-08-29,2004,VERANO
AL41,30/08/2004,97.56,20.4,32.8,26.31,19.8,33.6,44.9,96.8,73.18,44.4,96.9,0.0,0.0,0.0,4.570833675,2004-08-30,2004,VERANO
AL41,31/08/2004,66.6,21.2,31.9,25.8,20.9,33.0,50.9,95.2,76.38,44.3,95.5,0.0,0.0,0.0,3.581998103,2004-08-31,2004,VERANO
AL41,01/09/2004,90.72,18.7,30.9,24.96,18.4,31.8,52.2,94.3,76.35,51.2,94.6,0.0,0.0,0.0,3.675106217,2004-09-01,2004,VERANO
AL41,02/09/2004,94.68,20.4,31.8,25.65,20.2,33.2,43.6,95.4,74.01,42.2,95.5,0.0,0.0,0.0,4.37198797,2004-09-02,2004,VERANO
AL41,03/09/2004,98.28,18.9,29.9,25.27,18.7,31.4,55.5,94.8,76.91,52.6,95.5,0.3,0.0,0.0,3.003725638,2004-09-03,2004,VERANO
AL41,04/09/2004,109.08,23.1,35.5,28.59,22.9,36.5,38.8,81.1,61.93,37.7,82.9,0.0,0.0,0.0,3.985086225,2004-09-04,2004,VERANO
AL41,05/09/2004,103.68,23.7,35.8,29.13,23.4,36.5,40.4,91.9,66.2,39.1,93.9,0.0,0.0,0.0,4.448105949,2004-09-05,2004,VERANO
AL41,06/09/2004,98.28,20.4,33.8,26.68,20.2,34.5,45.2,95.3,74.33,43.0,95.9,0.0,0.0,0.0,4.134603874,2004-09-06,2004,VERANO
AL41,07/09/2004,82.44,18.5,32.7,26.24,18.0,33.6,46.1,98.0,70.72,45.2,98.4,0.0,0.0,0.0,3.731214801,2004-09-07,2004,VERANO
AL41,08/09/2004,157.32,24.2,31.4,26.82,23.9,32.4,57.2,90.7,75.45,55.0,91.0,0.0,0.0,0.0,4.017901514,2004-09-08,2004,VERANO
AL41,09/09/2004,97.56,23.5,30.6,26.44,23.3,31.8,56.8,91.7,74.95,55.7,92.4,0.0,0.0,0.0,2.850886255,2004-09-09,2004,VERANO
AL41,10/09/2004,102.6,22.4,32.5,26.82,21.9,33.6,45.2,94.7,71.01,33.0,95.7,0.0,0.0,0.0,3.431582844,2004-09-10,2004,VERANO
AL41,11/09/2004,91.44,19.4,35.5,26.11,19.2,36.4,39.4,93.0,68.31,37.0,93.7,3.1,0.0,0.0,4.173058212,2004-09-11,2004,VERANO
AL41,12/09/2004,72.0,16.8,33.3,25.52,16.6,34.1,45.3,98.3,74.51,44.4,98.4,0.0,0.0,0.0,3.567725165,2004-09-12,2004,VERANO
AL41,13/09/2004,85.68,20.3,30.7,25.24,20.0,31.8,47.7,94.3,70.78,42.1,95.5,0.1,0.0,0.0,3.347942823,2004-09-13,2004,VERANO
AL41,14/09/2004,49.68,15.8,31.6,23.17,15.5,32.1,37.0,91.0,66.78,36.1,91.4,0.0,0.0,0.0,2.619342575,2004-09-14,2004,VERANO
AL41,15/09/2004,110.88,14.3,31.2,23.63,14.0,32.2,38.6,86.7,64.13,37.7,87.2,0.0,0.0,0.0,3.99332211,2004-09-15,2004,VERANO
AL41,16/09/2004,108.0,17.7,28.8,24.0,17.5,29.8,46.8,95.0,71.33,45.9,95.4,0.0,0.0,0.0,3.547284566,2004-09-16,2004,VERANO
AL41,17/09/2004,83.88,18.4,30.5,23.46,18.0,32.5,45.4,96.5,75.33,41.5,96.9,0.0,0.0,0.0,3.731364975,2004-09-17,2004,VERANO
AL41,18/09/2004,115.56,19.2,29.0,24.03,18.3,29.6,54.1,92.6,73.36,53.4,93.1,0.0,0.0,0.0,3.704990978,2004-09-18,2004,VERANO
AL41,19/09/2004,77.4,14.8,29.8,21.91,14.5,30.5,50.2,97.6,78.33,49.6,97.7,0.0,0.0,0.0,3.691857664,2004-09-19,2004,VERANO
AL41,20/09/2004,68.04,14.7,31.3,23.1,14.5,31.8,41.6,96.8,70.9,41.0,97.0,0.0,0.0,0.0,3.786591809,2004-09-20,2004,VERANO
AL41,21/09/2004,70.56,14.3,32.9,23.01,13.6,33.8,38.2,96.5,73.51,37.0,96.9,0.1,0.0,0.0,3.875196933,2004-09-21,2004,VERANO
AL41,22/09/2004,64.8,15.9,32.1,23.11,15.3,32.8,46.8,96.2,77.08,45.9,96.9,0.0,0.0,0.0,3.662444429,2004-09-22,2004,VERANO
AL41,23/09/2004,62.64,15.9,31.9,23.04,15.6,32.9,45.8,96.8,77.04,45.1,97.6,0.0,0.0,0.0,3.610592692,2004-09-23,2004,OTOÑO
AL41,24/09/2004,73.8,15.1,32.6,23.98,14.8,34.0,45.7,97.6,74.81,43.7,97.7,0.0,0.0,0.0,3.660045817,2004-09-24,2004,OTOÑO
AL41,25/09/2004,118.44,18.5,27.7,22.74,17.8,28.3,45.2,99.1,74.81,42.1,99.1,0.0,0.0,0.0,3.312265098,2004-09-25,2004,OTOÑO
AL41,26/09/2004,78.84,15.8,27.7,21.65,15.3,29.6,47.4,89.0,69.81,44.4,89.4,0.0,0.0,0.0,3.27864705,2004-09-26,2004,OTOÑO
AL41,27/09/2004,66.96,11.9,27.9,19.92,11.5,28.7,48.0,96.1,72.69,47.0,96.1,0.0,0.0,0.0,3.045713414,2004-09-27,2004,OTOÑO
AL41,28/09/2004,60.48,11.6,28.6,19.99,11.2,29.5,45.8,96.8,74.47,45.1,96.9,0.0,0.0,0.0,3.199833943,2004-09-28,2004,OTOÑO
AL41,29/09/2004,64.44,12.0,31.3,20.51,11.9,32.3,30.4,98.0,74.79,29.4,98.4,0.0,0.0,0.0,3.409779532,2004-09-29,2004,OTOÑO
AL41,30/09/2004,64.8,11.7,30.9,20.65,11.4,31.7,36.7,98.2,75.04,34.6,98.4,0.0,0.0,0.0,3.315663451,2004-09-30,2004,OTOÑO
AL41,01/10/2004,56.16,11.9,31.8,21.11,11.4,32.5,41.0,98.6,74.22,39.9,99.1,0.0,0.0,0.0,3.222950509,2004-10-01,2004,OTOÑO
AL41,02/10/2004,52.2,10.8,31.5,21.13,10.5,32.3,34.8,96.8,71.52,33.9,96.9,0.0,0.0,0.0,3.19216452,2004-10-02,2004,OTOÑO
AL41,03/10/2004,74.16,14.3,30.6,22.06,14.0,31.8,43.6,97.6,73.95,40.6,98.4,0.0,0.0,0.0,3.169231253,2004-10-03,2004,OTOÑO
AL41,04/10/2004,75.96,17.4,30.1,23.01,17.0,30.8,48.1,94.6,74.93,46.7,94.6,0.0,0.0,0.0,3.074687997,2004-10-04,2004,OTOÑO
AL41,05/10/2004,58.68,16.8,32.5,23.78,16.5,33.5,39.3,99.1,75.76,39.0,99.1,0.0,0.0,0.0,3.143817341,2004-10-05,2004,OTOÑO
AL41,06/10/2004,69.12,15.5,31.9,23.07,15.2,32.7,41.0,96.8,72.21,39.1,96.9,0.0,0.0,0.0,3.058496113,2004-10-06,2004,OTOÑO
AL41,07/10/2004,65.88,16.8,31.6,23.78,16.5,32.3,43.5,94.6,73.18,42.2,96.2,0.0,0.0,0.0,3.027203827,2004-10-07,2004,OTOÑO
AL41,08/10/2004,88.2,16.4,31.1,22.41,16.0,31.7,41.9,97.8,77.36,39.5,98.2,0.0,0.0,0.0,3.256492745,2004-10-08,2004,OTOÑO
AL41,09/10/2004,139.68,12.1,30.1,22.6,11.6,31.0,36.7,99.6,57.06,35.3,99.7,0.0,0.0,0.0,3.262315,2004-10-09,2004,OTOÑO
AL41,10/10/2004,149.4,15.4,27.5,20.98,14.8,28.3,28.9,56.9,42.39,28.6,57.7,0.0,0.0,0.0,3.904962312,2004-10-10,2004,OTOÑO
AL41,11/10/2004,55.8,10.7,26.8,18.34,9.4,28.1,35.1,80.3,55.39,34.5,81.8,0.0,0.0,0.0,2.462628368,2004-10-11,2004,OTOÑO
AL41,12/10/2004,48.6,9.3,25.7,16.55,8.9,26.3,36.3,86.8,63.76,36.1,87.8,0.0,0.0,0.0,2.013865893,2004-10-12,2004,OTOÑO
AL41,13/10/2004,99.72,7.4,26.1,16.95,7.0,26.9,35.6,94.0,69.45,35.3,94.6,0.0,0.0,0.0,2.870575853,2004-10-13,2004,OTOÑO
AL41,14/10/2004,52.56,6.9,27.1,17.65,6.3,28.2,31.6,97.4,60.62,30.8,97.6,0.0,0.0,1.0,2.427304143,2004-10-14,2004,OTOÑO
AL41,15/10/2004,71.28,8.8,26.7,17.25,8.4,27.9,34.2,81.5,57.0,33.0,81.8,0.0,0.0,0.0,2.441218439,2004-10-15,2004,OTOÑO
AL41,16/10/2004,83.16,6.8,25.4,15.86,6.1,26.1,40.5,92.2,68.99,39.8,93.1,0.0,0.0,1.0,2.551874476,2004-10-16,2004,OTOÑO
AL41,17/10/2004,61.2,7.3,25.9,16.15,6.3,26.8,36.9,94.1,68.15,36.1,94.9,0.0,0.0,0.0,2.330505638,2004-10-17,2004,OTOÑO
AL41,18/10/2004,57.96,8.4,25.4,16.92,8.0,27.2,41.8,96.4,76.86,39.8,96.9,0.0,0.0,0.0,1.88750599,2004-10-18,2004,OTOÑO
AL41,19/10/2004,42.84,13.1,27.6,19.83,12.4,29.1,51.3,97.6,78.71,49.6,97.6,0.0,0.0,0.0,1.682742984,2004-10-19,2004,OTOÑO
AL41,20/10/2004,112.68,16.5,30.5,23.2,16.2,31.2,46.0,94.3,67.7,45.1,95.4,0.0,0.0,0.0,2.872864959,2004-10-20,2004,OTOÑO
AL41,21/10/2004,31.32,14.7,26.5,19.88,14.3,27.0,57.2,99.1,82.82,56.3,99.1,2.8,0.0,0.0,1.37329106,2004-10-21,2004,OTOÑO
AL41,22/10/2004,22.68,15.0,27.6,19.93,14.8,28.7,50.1,99.7,83.99,48.1,99.7,0.1,0.0,0.0,1.683936069,2004-10-22,2004,OTOÑO
AL41,23/10/2004,47.88,15.2,31.6,21.53,14.2,32.5,34.9,98.3,77.4,31.6,98.4,0.0,0.0,0.0,2.238784618,2004-10-23,2004,OTOÑO
AL41,24/10/2004,47.16,11.9,29.1,20.11,11.4,30.5,39.7,98.3,70.75,36.9,98.4,0.0,0.0,0.0,1.969625359,2004-10-24,2004,OTOÑO
AL41,25/10/2004,64.8,12.8,28.1,19.78,12.6,28.6,32.1,97.4,64.55,30.0,97.6,0.4,0.0,0.0,1.958361051,2004-10-25,2004,OTOÑO
AL41,26/10/2004,62.28,9.0,25.0,16.05,8.0,25.6,33.5,93.6,67.85,32.3,93.8,0.0,0.0,0.0,2.09925206,2004-10-26,2004,OTOÑO
AL41,27/10/2004,57.96,7.5,20.4,14.69,6.9,21.2,54.7,97.2,79.55,52.6,97.6,0.0,0.0,0.0,1.236454135,2004-10-27,2004,OTOÑO
AL41,28/10/2004,74.88,10.7,25.7,17.34,10.2,26.5,30.0,96.8,66.86,29.9,97.0,0.0,0.0,0.0,2.060208829,2004-10-28,2004,OTOÑO
AL41,29/10/2004,84.24,12.1,24.1,17.51,11.8,24.8,34.9,79.5,54.69,34.5,82.4,0.0,0.0,0.0,1.966365749,2004-10-29,2004,OTOÑO
AL41,30/10/2004,87.84,6.2,22.0,15.03,5.9,23.1,37.9,94.6,60.73,37.5,95.3,0.0,0.0,1.0,1.945557239,2004-10-30,2004,OTOÑO
AL41,31/10/2004,51.12,3.1,21.6,11.94,2.6,23.0,37.0,98.0,71.03,35.3,98.3,0.0,0.0,7.0,1.529083839,2004-10-31,2004,OTOÑO
AL41,01/11/2004,50.76,6.5,22.1,13.53,5.6,22.7,37.3,92.3,64.8,36.7,93.1,0.0,0.0,3.0,1.613614072,2004-11-01,2004,OTOÑO
AL41,02/11/2004,60.48,4.0,24.0,12.71,3.8,25.0,32.8,95.3,70.76,32.4,96.1,0.0,0.0,6.0,1.787586939,2004-11-02,2004,OTOÑO
AL41,03/11/2004,42.48,3.7,23.1,13.5,2.9,23.9,35.8,97.5,71.64,35.3,97.6,0.0,0.0,6.0,1.496188706,2004-11-03,2004,OTOÑO
AL41,04/11/2004,14.76,10.7,18.8,14.38,10.3,19.2,56.4,98.3,81.49,54.8,98.4,0.5,0.0,0.0,0.84565642,2004-11-04,2004,OTOÑO
AL41,05/11/2004,65.88,12.7,19.0,15.53,12.7,19.2,69.2,98.3,83.5,68.3,98.4,3.1,0.0,0.0,0.975863289,2004-11-05,2004,OTOÑO
AL41,06/11/2004,74.16,11.2,21.3,16.65,10.8,22.4,68.1,99.6,88.24,66.1,99.7,0.1,0.0,0.0,1.100771688,2004-11-06,2004,OTOÑO
AL41,07/11/2004,24.12,8.0,24.1,14.91,7.6,25.7,32.6,99.6,78.11,31.6,99.7,0.1,0.0,0.0,1.195305329,2004-11-07,2004,OTOÑO
AL41,08/11/2004,45.0,7.5,21.7,13.24,7.1,23.5,44.3,99.6,82.75,41.3,99.7,0.0,0.0,0.0,1.343375571,2004-11-08,2004,OTOÑO
AL41,09/11/2004,68.04,6.2,24.4,15.32,5.4,24.8,31.4,99.1,63.21,30.7,99.2,0.1,0.0,1.0,1.740832234,2004-11-09,2004,OTOÑO
AL41,10/11/2004,191.52,14.2,20.7,16.53,13.9,21.4,32.5,51.3,41.09,31.6,51.8,0.0,0.0,0.0,3.149253601,2004-11-10,2004,OTOÑO
AL41,11/11/2004,149.04,5.0,17.3,11.45,3.6,18.3,37.8,71.3,50.19,36.8,73.0,0.0,0.0,3.0,1.981028702,2004-11-11,2004,OTOÑO
AL41,12/11/2004,138.24,6.7,14.4,11.44,6.0,14.7,54.5,80.4,62.11,54.0,84.0,0.7,0.0,1.0,1.359572922,2004-11-12,2004,OTOÑO
AL41,13/11/2004,200.88,10.9,21.1,15.99,10.4,21.6,31.6,81.1,46.62,31.5,85.6,0.0,0.0,0.0,2.645920265,2004-11-13,2004,OTOÑO
AL41,14/11/2004,151.56,9.0,20.2,14.76,8.0,20.9,28.6,56.2,38.92,28.4,57.0,0.0,0.0,0.0,2.389852523,2004-11-14,2004,OTOÑO
AL41,15/11/2004,117.0,-0.7,15.2,9.15,-1.3,15.9,31.5,70.0,42.17,31.5,72.0,0.0,1.0,6.0,1.598631946,2004-11-15,2004,OTOÑO
AL41,16/11/2004,49.32,-3.4,18.5,6.38,-3.8,19.0,26.7,85.3,59.29,26.2,86.4,0.0,7.0,14.0,1.162971757,2004-11-16,2004,OTOÑO
AL41,17/11/2004,28.44,-2.8,19.6,7.35,-3.2,20.4,31.3,96.0,71.2,30.7,96.1,0.0,7.0,13.0,0.930930408,2004-11-17,2004,OTOÑO
AL41,18/11/2004,31.32,-1.3,19.7,7.79,-2.3,20.4,38.5,99.5,77.19,37.5,99.7,0.0,5.0,12.0,0.954046186,2004-11-18,2004,OTOÑO
AL41,19/11/2004,27.36,-0.9,24.9,9.43,-1.8,25.5,22.1,99.0,68.5,21.3,99.1,0.0,4.0,13.0,1.026788606,2004-11-19,2004,OTOÑO
AL41,20/11/2004,47.16,3.4,22.7,11.85,2.8,23.8,38.6,98.3,67.79,38.3,99.1,0.0,0.0,10.0,1.20706255,2004-11-20,2004,OTOÑO
AL41,21/11/2004,19.08,3.0,21.0,11.02,2.3,21.5,49.2,99.6,83.2,48.8,99.7,0.0,0.0,7.0,0.864359001,2004-11-21,2004,OTOÑO
AL41,22/11/2004,39.6,7.4,20.3,13.04,6.6,21.1,53.4,98.8,80.78,52.2,99.4,0.0,0.0,0.0,1.002243487,2004-11-22,2004,OTOÑO
AL41,23/11/2004,25.92,5.6,20.6,12.54,5.1,21.3,50.0,99.1,82.67,48.8,99.3,0.0,0.0,3.0,0.8844601,2004-11-23,2004,OTOÑO
AL41,24/11/2004,26.28,3.7,20.9,10.47,3.3,21.5,44.1,99.6,81.84,42.1,99.7,0.0,0.0,11.0,0.876603013,2004-11-24,2004,OTOÑO
AL41,25/11/2004,27.72,1.3,19.8,9.11,0.6,20.4,48.0,99.6,84.25,17.0,99.7,0.0,0.0,11.0,0.822390274,2004-11-25,2004,OTOÑO
AL41,26/11/2004,61.92,2.9,19.0,10.76,1.8,19.7,49.7,99.6,79.33,48.7,99.7,0.0,0.0,8.0,1.107290194,2004-11-26,2004,OTOÑO
AL41,27/11/2004,32.04,1.0,17.6,7.86,0.6,18.5,57.0,99.6,85.03,55.6,99.7,0.0,0.0,14.0,0.768726313,2004-11-27,2004,OTOÑO
AL41,28/11/2004,45.36,4.1,19.5,11.23,2.2,20.3,51.2,93.7,78.82,49.9,93.8,0.0,0.0,5.0,0.946100232,2004-11-28,2004,OTOÑO
AL41,29/11/2004,52.92,4.4,20.6,12.19,3.8,22.2,42.7,96.8,77.01,40.1,96.9,0.2,0.0,7.0,1.046039833,2004-11-29,2004,OTOÑO
AL41,30/11/2004,99.36,10.6,15.2,12.79,9.9,15.5,83.1,99.6,93.75,81.8,99.7,4.2,0.0,0.0,0.687006037,2004-11-30,2004,OTOÑO
AL41,01/12/2004,157.68,7.6,16.3,12.29,6.9,16.8,44.8,99.7,83.25,43.0,99.7,5.5,0.0,0.0,1.418711217,2004-12-01,2004,OTOÑO
AL41,02/12/2004,66.6,4.1,17.1,9.78,3.8,18.3,55.9,99.6,80.56,52.5,99.7,0.0,0.0,10.0,0.923449914,2004-12-02,2004,OTOÑO
AL41,03/12/2004,127.44,6.0,13.4,11.06,5.5,14.0,82.3,99.6,92.24,81.8,99.7,2.9,0.0,2.0,0.68651424,2004-12-03,2004,OTOÑO
AL41,04/12/2004,222.12,10.0,14.5,11.72,9.3,14.8,78.8,99.2,87.25,76.6,99.3,17.0,0.0,0.0,0.859309939,2004-12-04,2004,OTOÑO
AL41,05/12/2004,166.32,6.7,14.5,10.86,5.9,15.7,67.7,99.6,86.75,65.7,99.7,1.6,0.0,2.0,0.989544197,2004-12-05,2004,OTOÑO
AL41,06/12/2004,141.48,8.2,14.3,11.06,7.8,15.3,73.6,98.3,89.14,69.4,98.4,3.1,0.0,0.0,0.845696443,2004-12-06,2004,OTOÑO
AL41,07/12/2004,159.48,8.5,17.3,13.08,7.9,18.2,43.2,85.6,63.87,42.0,89.3,0.0,0.0,0.0,1.600376307,2004-12-07,2004,OTOÑO
AL41,08/12/2004,321.48,11.0,14.1,12.78,10.7,14.5,53.9,81.6,65.67,52.8,83.3,2.2,0.0,0.0,1.910761824,2004-12-08,2004,OTOÑO
AL41,09/12/2004,110.52,7.9,17.0,12.1,7.2,18.3,52.6,87.3,71.53,48.0,88.9,0.0,0.0,0.0,1.200688755,2004-12-09,2004,OTOÑO
AL41,10/12/2004,184.32,8.0,17.4,13.69,7.2,17.7,62.4,94.0,74.02,61.2,96.1,0.0,0.0,0.0,1.288080194,2004-12-10,2004,OTOÑO
AL41,11/12/2004,126.72,6.3,16.4,11.54,5.7,17.1,51.0,98.1,76.13,48.7,98.3,0.0,0.0,5.0,1.18128457,2004-12-11,2004,OTOÑO
AL41,12/12/2004,151.92,11.0,13.9,12.38,10.5,14.4,79.1,99.6,89.2,78.4,99.7,0.7,0.0,0.0,0.74101518,2004-12-12,2004,OTOÑO
AL41,13/12/2004,211.32,9.0,16.1,12.65,8.3,16.5,71.9,99.6,89.17,69.8,99.7,0.0,0.0,0.0,1.044873638,2004-12-13,2004,OTOÑO
AL41,14/12/2004,263.52,11.4,15.6,13.43,10.8,15.9,73.4,95.0,86.19,72.1,96.1,0.0,0.0,0.0,1.128237423,2004-12-14,2004,OTOÑO
AL41,15/12/2004,200.52,10.9,16.3,13.14,10.6,17.2,61.1,96.6,82.3,58.6,97.6,0.0,0.0,0.0,1.292418732,2004-12-15,2004,OTOÑO
AL41,16/12/2004,66.6,7.2,18.4,12.6,6.8,18.9,50.4,98.7,79.64,49.6,99.1,0.0,0.0,0.0,0.952665813,2004-12-16,2004,OTOÑO
AL41,17/12/2004,82.8,4.1,20.6,10.55,3.3,21.2,37.9,99.6,79.23,36.8,99.7,0.0,0.0,10.0,1.247221421,2004-12-17,2004,OTOÑO
AL41,18/12/2004,169.92,8.2,22.0,14.3,6.4,22.6,38.4,81.8,59.18,37.5,88.5,0.0,0.0,0.0,2.080610853,2004-12-18,2004,OTOÑO
AL41,19/12/2004,159.48,5.2,20.5,12.54,4.4,21.3,41.4,94.2,65.27,39.7,95.4,0.0,0.0,4.0,1.749101973,2004-12-19,2004,OTOÑO
AL41,20/12/2004,190.8,5.4,18.2,12.68,4.3,18.7,37.0,85.5,55.35,36.7,90.1,0.0,0.0,2.0,1.873535223,2004-12-20,2004,OTOÑO
AL41,21/12/2004,118.08,3.8,14.2,9.43,2.9,15.1,52.3,83.9,67.78,51.8,84.8,0.0,0.0,6.0,1.102190961,2004-12-21,2004,OTOÑO
AL41,22/12/2004,296.28,8.0,10.5,9.49,7.9,11.0,69.0,81.8,74.9,68.9,82.6,0.0,0.0,0.0,1.283160229,2004-12-22,2004,INVIERNO
AL41,23/12/2004,110.88,1.4,14.5,8.07,0.6,15.5,48.5,96.6,74.2,48.0,97.2,0.0,0.0,9.0,1.045052088,2004-12-23,2004,INVIERNO
AL41,24/12/2004,59.04,-1.9,16.2,5.79,-2.3,16.9,39.7,99.5,79.05,36.1,99.6,0.0,6.0,15.0,0.868296639,2004-12-24,2004,INVIERNO
AL41,25/12/2004,145.08,-1.4,16.2,7.53,-2.2,17.0,34.4,99.5,64.63,33.7,99.6,0.0,4.0,10.0,1.521412584,2004-12-25,2004,INVIERNO
AL41,26/12/2004,301.68,6.8,10.1,8.62,5.5,10.9,38.6,43.5,40.78,38.1,45.8,0.0,0.0,1.0,2.412699244,2004-12-26,2004,INVIERNO
AL41,27/12/2004,315.0,2.6,10.2,6.28,1.5,10.6,38.9,56.4,45.31,38.8,58.8,0.0,0.0,14.0,2.163457494,2004-12-27,2004,INVIERNO
AL41,28/12/2004,155.16,1.4,13.6,7.4,0.6,14.4,32.3,61.7,47.98,31.5,65.3,0.0,0.0,13.0,1.677353329,2004-12-28,2004,INVIERNO
AL41,29/12/2004,295.92,4.0,15.4,11.58,3.8,15.9,35.7,73.1,48.15,35.2,73.6,0.0,0.0,3.0,2.306964509,2004-12-29,2004,INVIERNO
AL41,30/12/2004,198.36,-0.3,12.2,8.0,-1.7,12.7,47.4,94.8,62.69,46.4,96.1,0.0,1.0,6.0,1.32349606,2004-12-30,2004,INVIERNO
AL41,31/12/2004,64.44,-1.6,19.0,6.76,-2.2,19.6,42.3,96.7,76.72,42.0,96.8,0.0,5.0,14.0,1.041120792,2004-12-31,2004,INVIERNO
AL41,01/01/2005,84.6,0.0,19.6,7.41,-0.9,20.4,38.6,99.5,76.92,37.5,99.6,0.0,0.0,14.0,1.26644263,2005-01-01,2005,INVIERNO
AL41,02/01/2005,91.8,-1.3,19.7,7.41,-1.7,20.5,36.3,99.5,79.06,33.9,99.6,0.0,4.0,14.0,1.362357202,2005-01-02,2005,INVIERNO
AL41,03/01/2005,73.44,1.7,13.2,7.12,0.8,13.6,61.3,99.6,85.19,60.7,99.6,0.0,0.0,13.0,0.770149792,2005-01-03,2005,INVIERNO
AL41,04/01/2005,69.12,2.0,14.9,9.34,1.7,16.2,55.9,99.6,88.98,51.8,99.7,3.1,0.0,4.0,0.846575166,2005-01-04,2005,INVIERNO
AL41,05/01/2005,33.48,-2.1,15.2,5.03,-2.6,15.8,51.3,99.6,85.97,51.0,99.7,0.0,5.0,16.0,0.672034447,2005-01-05,2005,INVIERNO
AL41,06/01/2005,106.2,-1.4,15.0,5.6,-2.0,15.3,45.8,99.5,81.35,45.1,99.6,0.0,5.0,15.0,1.133488685,2005-01-06,2005,INVIERNO
AL41,07/01/2005,32.04,-4.2,15.8,3.8,-4.8,16.8,44.1,99.6,81.82,41.3,99.6,0.0,11.0,16.0,0.689561173,2005-01-07,2005,INVIERNO
AL41,08/01/2005,29.52,-5.3,15.9,2.96,-6.1,16.6,37.3,99.6,80.79,34.4,99.6,0.0,13.0,16.0,0.680602808,2005-01-08,2005,INVIERNO
AL41,09/01/2005,61.56,-6.3,13.8,3.16,-7.0,15.1,57.1,99.1,83.03,55.0,99.1,0.0,9.0,13.0,0.825522219,2005-01-09,2005,INVIERNO
AL41,10/01/2005,81.36,1.2,14.9,6.65,0.2,15.7,51.8,99.5,81.4,50.3,99.6,0.0,0.0,15.0,0.973819994,2005-01-10,2005,INVIERNO
AL41,11/01/2005,57.96,0.6,15.8,6.27,-0.2,16.8,46.7,99.5,82.49,45.8,99.6,0.0,0.0,15.0,0.915332196,2005-01-11,2005,INVIERNO
AL41,12/01/2005,54.72,-3.4,16.5,5.45,-4.2,17.2,45.2,99.5,82.63,44.2,99.6,0.0,6.0,14.0,0.925556379,2005-01-12,2005,INVIERNO
AL41,13/01/2005,126.36,0.4,18.3,8.72,-0.4,18.7,41.5,99.4,71.99,41.3,99.6,0.0,0.0,11.0,1.526032997,2005-01-13,2005,INVIERNO
AL41,14/01/2005,67.32,0.0,17.7,7.54,-0.9,18.4,47.3,99.6,82.68,45.8,99.6,0.0,0.0,13.0,1.069861864,2005-01-14,2005,INVIERNO
AL41,15/01/2005,67.68,1.3,16.4,7.59,1.0,17.6,50.2,99.6,89.54,48.0,99.7,0.1,0.0,14.0,0.991377613,2005-01-15,2005,INVIERNO
AL41,16/01/2005,126.72,1.9,14.6,8.49,1.4,15.1,57.0,99.6,85.0,56.2,99.7,0.1,0.0,11.0,1.143503186,2005-01-16,2005,INVIERNO
AL41,17/01/2005,79.56,3.2,16.8,8.69,2.9,17.7,46.0,97.5,80.15,45.1,97.6,0.0,0.0,13.0,1.162442878,2005-01-17,2005,INVIERNO
