CODEST,FECHA,VVMED,VVMAX,RVIENTO,DVMED,TMIN,TMAX,TMED,TMINABS,TMAXABS,HRMIN,HRMAX,HRMED,HRMINABS,HRMAXABS,RADMED,RADMAX,HSOL,PREC,HORAS0,HORAS7,DEWPT,DPV,ETO_PM_FAO
AL41,13/11/1999,1.02,3.9,88.2,12.32,6.1,18.2,11.55,5.5,18.7,30.3,94.6,69.11,29.9,94.6,,,,1.6,0.0,2.0,,,1.235636707
AL41,14/11/1999,1.25,3.6,108.0,7.85,7.0,16.2,10.57,6.5,16.8,47.9,92.7,70.76,47.4,93.3,,,,0.0,0.0,0.0,,,1.227244823
AL41,15/11/1999,0.57,3.8,48.96,8.63,2.3,14.8,7.58,1.7,15.6,44.9,95.3,79.71,44.2,95.4,,,,0.1,0.0,12.0,,,0.808802147
AL41,16/11/1999,0.86,4.2,74.52,8.66,3.6,16.4,9.4,2.9,16.8,35.6,92.1,68.84,35.2,92.6,,,,0.0,0.0,7.0,,,1.05275186
AL41,17/11/1999,1.66,5.0,143.64,10.24,3.9,17.1,11.4,3.3,17.6,32.2,87.8,49.63,32.2,89.3,,,,0.0,0.0,5.0,,,1.694716657
AL41,18/11/1999,1.95,6.1,168.48,10.81,6.4,19.5,13.3,5.1,19.9,32.9,88.2,48.08,32.9,88.5,,,,0.0,0.0,2.0,,,2.040209613
AL41,19/11/1999,0.85,6.3,73.8,9.83,3.0,18.0,10.73,2.1,19.2,36.8,93.0,67.0,35.2,93.1,,,,0.8,0.0,9.0,,,1.058379752
AL41,20/11/1999,1.56,4.9,134.64,4.97,2.8,9.7,6.08,1.7,10.1,43.3,90.9,75.54,41.9,92.3,,,,1.3,0.0,17.0,,,0.868825039
AL41,21/11/1999,1.56,5.5,134.64,5.09,-0.1,9.3,4.8,-0.8,9.8,41.0,80.2,59.55,39.7,82.8,,,,0.0,1.0,17.0,,,1.095773706
AL41,22/11/1999,2.38,6.7,205.2,7.65,5.1,13.2,8.35,4.6,13.6,30.2,52.6,40.2,29.9,56.2,,,,0.0,0.0,12.0,,,2.075912877
AL41,23/11/1999,1.14,4.5,98.28,8.71,0.7,15.0,7.32,-0.2,15.6,32.3,90.9,58.09,32.2,91.8,,,,0.0,0.0,14.0,,,1.124482055
AL41,24/11/1999,0.41,2.6,35.28,13.33,-2.5,16.6,5.49,-3.3,17.2,39.4,96.0,77.66,38.9,96.1,,,,0.0,9.0,15.0,,,0.746200637
AL41,25/11/1999,0.4,2.9,34.92,12.36,-2.1,16.9,6.11,-2.7,18.1,42.5,96.1,79.16,40.6,96.1,,,,0.0,7.0,15.0,,,0.729252325
AL41,26/11/1999,1.18,3.8,101.88,9.42,4.2,15.8,10.14,3.3,16.2,54.0,91.9,79.85,53.2,92.3,,,,0.0,0.0,6.0,,,0.893707578
AL41,27/11/1999,1.03,4.6,89.28,11.58,3.8,16.3,9.85,3.2,16.6,43.4,95.3,75.94,42.9,95.4,,,,0.0,0.0,8.0,,,0.917303003
AL41,28/11/1999,1.66,4.1,143.64,9.7,5.7,17.0,11.57,4.4,17.3,48.0,92.9,73.07,47.2,93.4,,,,0.2,0.0,2.0,,,1.159914028
AL41,29/11/1999,1.83,4.2,158.04,7.18,8.9,13.1,11.38,8.4,13.5,66.8,94.7,83.59,65.9,96.6,,,,2.3,0.0,0.0,,,0.869987768
AL41,30/11/1999,,,,,,,,,,,,,,,,,,,,,
AL41,01/12/1999,1.92,4.3,165.6,9.2,12.6,16.3,14.09,12.5,16.6,64.4,83.2,74.75,63.8,83.7,,,,0.0,0.0,0.0,,,1.258786439
AL41,02/12/1999,0.63,2.3,54.36,10.66,9.6,17.3,13.76,8.4,18.0,65.3,93.0,81.69,64.5,93.1,,,,0.0,0.0,0.0,,,0.816180091
AL41,03/12/1999,0.23,2.1,19.8,17.53,8.7,20.2,13.24,8.5,20.5,51.4,93.4,84.21,48.7,93.5,,,,0.0,0.0,0.0,,,0.763324171
AL41,04/12/1999,0.33,4.1,28.44,8.82,4.7,15.8,10.35,4.1,16.1,65.8,93.8,89.02,65.2,93.9,,,,0.4,0.0,8.0,,,0.575431637
AL41,05/12/1999,2.05,6.1,177.12,11.17,9.5,18.5,13.78,9.0,19.0,42.2,83.2,60.86,40.6,86.6,,,,0.0,0.0,0.0,,,1.662673347
AL41,06/12/1999,0.53,2.4,45.72,10.41,5.4,16.9,10.38,4.7,17.5,48.5,91.6,74.57,47.9,92.3,,,,0.0,0.0,4.0,,,0.741122775
AL41,07/12/1999,0.41,3.0,35.28,13.05,3.5,17.1,8.33,3.0,17.9,48.0,94.1,81.55,47.9,94.1,,,,0.0,0.0,14.0,,,0.675636497
AL41,08/12/1999,0.29,2.5,24.84,13.39,-0.2,15.6,6.64,-0.8,16.0,51.2,94.8,83.32,50.2,94.9,,,,0.0,1.0,14.0,,,0.59239323
AL41,09/12/1999,1.02,6.3,87.84,10.16,0.1,17.2,8.88,-0.3,18.0,39.7,94.6,70.03,39.7,94.6,,,,0.0,0.0,10.0,,,0.907777487
AL41,10/12/1999,1.32,6.4,113.76,11.29,6.7,17.3,11.43,5.3,17.7,24.7,70.2,48.05,24.6,73.5,,,,0.0,0.0,2.0,,,1.408600359
AL41,11/12/1999,0.56,3.1,48.24,14.02,2.0,20.1,10.11,1.1,20.9,29.8,88.5,61.18,29.2,89.3,,,,0.0,0.0,9.0,,,0.851271388
AL41,12/12/1999,0.73,5.5,62.64,11.97,1.4,20.1,9.94,0.8,21.3,31.8,92.2,67.29,30.7,92.3,,,,0.0,0.0,10.0,,,0.902913381
AL41,13/12/1999,0.61,3.1,52.56,13.85,5.4,20.3,11.83,4.9,21.3,45.4,92.9,75.9,44.2,93.1,,,,0.0,0.0,5.0,,,0.828867854
AL41,14/12/1999,3.13,8.0,270.0,12.3,9.4,20.6,17.05,8.9,20.9,43.4,93.0,61.62,42.7,93.1,,,,0.0,0.0,0.0,,,2.169145903
AL41,15/12/1999,3.07,8.1,264.96,9.72,9.8,18.3,14.48,9.5,18.8,40.8,77.3,51.82,40.4,77.4,,,,0.1,0.0,0.0,,,2.436737192
AL41,16/12/1999,3.87,8.9,334.08,5.91,4.7,9.5,7.2,3.8,10.2,29.1,44.9,35.31,29.1,45.0,,,,0.0,0.0,11.0,,,2.584573816
AL41,17/12/1999,1.94,5.2,167.4,5.92,3.5,11.5,7.01,3.3,12.3,22.4,42.2,33.41,22.3,42.9,,,,0.0,0.0,12.0,,,1.792669643
AL41,18/12/1999,1.9,5.3,164.52,7.85,5.0,14.8,9.74,3.4,15.5,34.4,61.1,46.46,34.3,63.8,,,,0.0,0.0,7.0,,,1.67526303
AL41,19/12/1999,0.78,4.3,66.96,8.22,4.4,16.5,10.48,4.0,17.1,45.0,85.6,67.55,44.2,85.8,,,,0.0,0.0,5.0,,,0.867789181
AL41,20/12/1999,1.88,8.0,162.72,10.88,6.4,18.9,13.29,4.7,19.3,35.9,69.4,51.0,35.8,72.1,,,,0.0,0.0,1.0,,,1.766447736
AL41,21/12/1999,0.44,2.1,38.16,10.49,0.6,18.8,7.84,-0.2,19.5,28.2,86.4,62.48,27.7,87.3,,,,0.0,0.0,15.0,,,0.752056819
AL41,22/12/1999,0.28,2.0,24.12,12.96,-2.7,16.8,5.19,-3.8,17.1,36.9,94.5,75.81,36.0,94.6,,,,0.0,8.0,16.0,,,0.612684996
AL41,23/12/1999,0.25,2.3,21.96,12.51,-1.4,16.3,5.45,-2.2,17.0,41.7,95.7,81.45,41.2,95.8,,,,0.0,7.0,16.0,,,0.59868232
AL41,24/12/1999,0.5,3.3,42.84,12.29,-2.9,16.5,5.15,-3.5,17.4,36.2,95.5,78.72,35.2,95.6,,,,0.0,7.0,16.0,,,0.664875852
AL41,25/12/1999,0.53,2.3,45.72,8.64,1.0,17.1,7.75,0.4,17.8,39.1,92.2,72.46,37.4,92.3,,,,0.0,0.0,14.0,,,0.733356609
AL41,26/12/1999,0.96,5.2,83.16,12.51,3.0,20.6,10.29,2.5,21.3,36.4,92.3,73.9,35.9,93.0,,,,0.0,0.0,9.0,,,0.979301522
AL41,27/12/1999,2.23,6.9,192.6,11.75,7.9,20.0,15.53,7.2,20.5,41.8,88.1,59.87,40.5,89.3,,,,0.0,0.0,0.0,,,1.817467919
AL41,28/12/1999,1.54,5.6,132.84,9.51,5.7,17.2,13.61,5.1,17.8,48.5,81.9,61.2,47.1,82.5,,,,0.1,0.0,2.0,,,1.340870942
AL41,29/12/1999,1.19,6.5,102.6,6.74,5.2,12.1,9.2,4.7,12.3,67.3,94.0,80.76,65.9,94.1,,,,11.0,0.0,2.0,,,0.751879466
AL41,30/12/1999,1.35,4.1,117.0,6.05,4.6,10.8,8.22,4.5,11.2,68.9,94.0,85.26,68.3,94.1,,,,0.9,0.0,3.0,,,0.695684223
AL41,31/12/1999,0.53,3.5,45.72,9.94,1.6,14.7,6.75,1.1,15.3,41.9,94.5,80.52,41.2,94.6,,,,0.0,0.0,15.0,,,0.685194333
AL41,01/01/2000,0.38,2.3,32.76,11.67,-1.1,14.8,5.27,-1.7,15.3,38.0,94.8,80.3,36.7,94.9,,,,0.0,4.0,16.0,,,0.660381525
AL41,02/01/2000,0.4,2.0,34.56,11.08,-1.3,15.1,5.75,-1.8,15.7,42.0,95.1,83.49,41.2,95.3,,,,0.0,4.0,14.0,,,0.681294005
AL41,03/01/2000,1.13,3.3,97.56,7.57,2.3,13.7,7.26,2.1,14.0,55.5,94.0,82.82,55.5,94.1,,,,0.0,0.0,15.0,,,0.950255225
AL41,04/01/2000,0.69,3.2,59.76,9.65,2.7,14.5,7.19,2.3,14.8,54.7,93.8,82.01,54.2,93.8,,,,0.0,0.0,14.0,,,0.814928262
AL41,05/01/2000,0.43,3.1,37.44,11.69,-0.4,15.0,6.05,-0.8,15.6,54.7,94.6,85.13,54.0,94.6,,,,0.0,3.0,15.0,,,0.694339807
AL41,06/01/2000,0.38,2.6,32.4,13.34,0.0,15.9,6.38,-0.4,16.6,40.2,94.6,80.61,39.7,94.6,,,,0.0,0.0,16.0,,,0.717656531
AL41,07/01/2000,0.35,3.6,30.6,10.43,-2.9,16.4,4.87,-3.4,17.2,35.4,95.3,77.99,35.2,95.4,,,,0.1,6.0,16.0,,,0.70584924
AL41,08/01/2000,0.35,2.3,30.24,8.69,-2.8,12.4,3.8,-3.3,13.1,45.6,95.3,80.74,45.1,95.4,,,,0.0,9.0,17.0,,,0.632626127
AL41,09/01/2000,0.3,1.9,25.92,10.34,-1.3,16.5,5.19,-2.2,17.2,34.1,94.8,79.03,33.7,94.9,,,,0.0,4.0,17.0,,,0.692014991
AL41,10/01/2000,2.05,4.9,177.12,5.46,5.9,9.0,7.89,3.8,9.7,65.8,93.4,84.95,65.4,93.8,,,,5.1,0.0,4.0,,,0.911185543
AL41,11/01/2000,2.04,5.1,176.4,6.1,7.6,10.4,8.56,7.4,10.7,76.5,93.8,86.66,75.7,93.8,,,,1.4,0.0,0.0,,,0.796458424
AL41,12/01/2000,1.53,4.2,132.48,7.51,4.7,14.2,9.14,4.3,14.6,50.0,93.6,74.81,49.5,93.8,,,,0.0,0.0,4.0,,,1.232587911
AL41,13/01/2000,0.45,2.7,39.24,11.06,-0.5,15.4,6.07,-1.0,16.0,37.8,95.3,81.13,36.7,95.4,,,,0.0,2.0,15.0,,,0.819101946
AL41,14/01/2000,0.44,3.8,37.8,5.73,2.4,10.7,6.26,2.0,11.2,93.2,93.8,93.7,93.0,93.8,,,,8.0,0.0,16.0,,,0.510278952
AL41,15/01/2000,1.13,3.5,97.56,6.44,2.5,11.3,7.18,1.8,11.7,75.0,94.1,88.86,73.5,94.1,,,,3.7,0.0,12.0,,,0.747512633
AL41,16/01/2000,1.33,4.9,114.48,6.92,5.9,12.9,8.69,5.5,13.6,55.4,93.8,81.74,54.8,93.8,,,,13.1,0.0,10.0,,,1.070163573
AL41,17/01/2000,0.56,2.7,48.6,9.0,3.9,15.6,8.42,3.5,16.4,47.5,93.7,81.65,47.1,93.8,,,,0.0,0.0,12.0,,,0.930226628
AL41,18/01/2000,0.38,2.6,33.12,12.77,0.0,18.0,6.99,-0.5,19.1,28.7,94.6,79.22,27.7,94.6,,,,0.0,0.0,15.0,,,0.898982068
AL41,19/01/2000,1.27,5.4,109.44,9.86,3.7,16.3,8.55,2.5,17.0,32.5,92.9,63.47,31.5,93.0,,,,0.0,0.0,12.0,,,1.50914044
AL41,20/01/2000,0.83,3.3,72.0,5.83,2.2,10.4,7.35,1.2,10.6,68.3,94.6,84.78,68.2,94.6,,,,0.0,0.0,11.0,,,0.728669485
AL41,21/01/2000,0.48,2.0,41.4,9.24,1.9,16.0,8.2,1.7,16.6,41.2,94.1,77.73,40.5,94.2,,,,0.0,0.0,12.0,,,0.956595118
AL41,22/01/2000,0.33,2.6,28.8,13.35,-0.5,15.8,6.23,-1.1,16.6,42.0,95.3,82.12,42.0,95.4,,,,0.1,3.0,15.0,,,0.848289854
AL41,23/01/2000,1.64,5.8,141.48,8.1,-0.2,13.6,6.54,-0.7,13.9,30.5,94.6,64.32,29.8,94.6,,,,0.0,1.0,13.0,,,1.604179322
AL41,24/01/2000,1.38,5.2,118.8,7.06,-1.1,12.5,5.14,-1.8,12.7,32.8,93.3,64.18,32.4,93.4,,,,0.0,5.0,14.0,,,1.411250228
AL41,25/01/2000,1.21,3.4,104.76,5.46,3.6,10.2,6.73,3.1,10.7,54.7,88.4,74.57,54.0,88.6,,,,0.0,0.0,12.0,,,1.015771065
AL41,26/01/2000,1.06,4.5,91.8,8.05,6.8,13.9,9.34,6.7,15.0,49.3,88.8,74.1,47.9,90.1,,,,0.0,0.0,3.0,,,1.226772137
AL41,27/01/2000,1.35,4.3,117.0,7.51,2.2,12.8,8.32,1.9,13.4,61.6,94.6,82.57,61.4,94.6,,,,0.0,0.0,10.0,,,1.057235168
AL41,28/01/2000,0.97,3.7,83.52,9.99,4.1,16.1,9.58,3.8,16.7,46.5,94.0,79.54,46.5,94.1,,,,0.0,0.0,8.0,,,1.31367094
AL41,29/01/2000,0.56,3.6,48.24,13.19,2.8,18.4,8.58,2.3,18.9,34.8,94.6,79.4,33.0,94.6,,,,0.0,0.0,13.0,,,1.230763134
AL41,30/01/2000,0.62,2.9,53.64,14.49,0.7,20.4,8.88,-0.1,21.1,27.5,94.6,77.05,25.4,94.6,,,,0.0,0.0,12.0,,,1.409438961
AL41,31/01/2000,0.24,1.9,20.52,13.39,1.4,20.3,9.02,0.8,21.0,34.3,94.1,70.35,32.9,94.2,,,,0.0,0.0,13.0,,,1.001065436
AL41,01/02/2000,0.61,3.3,52.92,18.17,2.2,23.7,11.38,1.9,24.0,25.4,92.3,64.6,23.3,92.3,,,,0.0,0.0,10.0,,,1.562233449
AL41,02/02/2000,1.35,5.3,116.28,15.98,8.2,23.1,15.39,7.6,23.7,35.6,84.8,58.81,35.2,85.6,,,,0.0,0.0,0.0,,,2.189573359
AL41,03/02/2000,1.86,5.2,160.56,13.25,7.6,21.9,15.54,7.2,22.4,36.1,88.5,54.69,36.0,89.5,,,,0.0,0.0,0.0,,,2.420234002
AL41,04/02/2000,0.62,3.7,53.28,14.96,1.7,20.4,10.03,1.3,20.9,35.4,94.6,77.49,34.4,94.6,,,,0.0,0.0,8.0,,,1.470676223
AL41,05/02/2000,0.86,3.8,74.52,14.95,1.5,18.8,9.48,1.2,19.2,22.6,94.6,69.36,22.4,94.6,,,,0.1,0.0,9.0,,,1.691898078
AL41,06/02/2000,0.6,3.1,51.84,15.14,-0.2,19.9,8.48,-0.9,20.3,24.0,91.3,70.18,23.2,91.6,,,,0.0,2.0,11.0,,,1.525825369
AL41,07/02/2000,1.63,6.5,141.12,13.91,4.5,21.8,13.77,3.3,22.5,29.4,92.1,51.98,29.2,92.7,,,,0.0,0.0,4.0,,,2.396169449
AL41,08/02/2000,0.73,3.6,63.0,18.09,6.2,24.8,13.1,5.9,25.3,29.9,87.0,64.92,29.3,88.5,,,,0.0,0.0,5.0,,,1.942268168
AL41,09/02/2000,2.5,6.9,216.0,13.37,8.2,23.2,16.25,7.5,23.8,32.6,89.2,50.55,31.5,90.3,,,,0.0,0.0,0.0,,,3.094454634
AL41,10/02/2000,0.75,3.3,64.44,15.4,3.1,19.8,10.43,2.6,20.3,48.1,94.6,79.9,46.5,94.6,,,,0.0,0.0,8.0,,,1.614180056
AL41,11/02/2000,0.94,3.9,81.36,16.1,3.7,22.8,11.71,3.0,23.6,27.7,94.2,70.4,27.0,94.3,,,,0.0,0.0,8.0,,,2.079405167
AL41,12/02/2000,1.12,7.6,96.48,16.21,4.2,22.6,11.92,3.7,23.3,27.9,92.3,73.08,27.0,92.3,,,,0.0,0.0,9.0,,,2.20274021
AL41,13/02/2000,1.19,4.0,102.6,13.11,3.2,18.2,10.87,2.9,18.5,52.4,95.3,79.01,51.9,95.4,,,,0.0,0.0,6.0,,,1.764474831
AL41,14/02/2000,1.48,5.1,128.16,14.94,5.3,23.4,14.2,4.7,25.7,27.9,93.9,49.9,27.0,94.0,,,,0.0,0.0,3.0,,,2.582346712
AL41,15/02/2000,0.83,4.3,71.64,18.3,3.5,24.1,12.24,2.8,24.7,31.0,92.5,71.71,30.0,92.6,,,,0.0,0.0,9.0,,,2.148387477
AL41,16/02/2000,0.89,4.0,77.04,17.75,4.5,24.6,14.43,3.6,26.1,25.2,94.6,59.93,23.3,94.6,,,,0.0,0.0,6.0,,,2.242696323
AL41,17/02/2000,2.21,8.5,191.16,14.15,11.2,24.2,17.34,10.6,24.8,24.4,49.1,36.4,23.9,49.5,,,,0.0,0.0,0.0,,,3.813556514
AL41,18/02/2000,1.8,5.6,155.16,15.32,8.6,21.2,16.52,8.2,21.6,35.8,79.2,46.01,35.2,81.1,,,,0.0,0.0,0.0,,,2.74612225
