CODEST,FECHA,VVMED,VVMAX,RVIENTO,DVMED,TMIN,TMAX,TMED,TMINABS,TMAXABS,HRMIN,HRMAX,HRMED,HRMINABS,HRMAXABS,RADMED,RADMAX,HSOL,PREC,HORAS0,HORAS7,DEWPT,DPV,ETO_PM_FAO
AL41,20/02/2020,1.03,4.763,89.34,162.58,3.42,16.48,9.28,2.765,16.94,49.88,92.7,79.68,44.68,92.9,190.19,828.0,9.0,0.1,0.0,10.0,5.59,0.3,1.849565736
AL41,21/02/2020,0.99,4.724,85.52,106.11,1.59,16.5,8.4,0.717,16.87,44.47,92.55,78.23,39.93,93.1,195.87,781.7,9.0,0.0,0.0,12.0,4.39,0.32,1.890462838
AL41,22/02/2020,0.97,4.273,84.02,216.31,1.48,19.78,9.52,0.345,20.17,34.21,90.23,71.73,29.19,91.7,203.71,740.6,9.0,0.0,0.0,11.0,3.82,0.47,2.197239762
AL41,23/02/2020,0.93,5.174,80.71,192.85,0.42,20.57,9.02,-0.095,20.98,23.87,91.67,68.73,18.09,92.2,209.17,761.0,9.0,0.0,0.0,12.0,2.03,0.55,2.321608881
AL41,24/02/2020,1.11,5.37,96.1,220.85,1.13,19.73,9.72,-0.298,20.17,26.78,88.98,67.51,22.91,89.9,209.66,755.9,9.0,0.0,0.0,10.0,2.96,0.54,2.420739102
AL41,25/02/2020,1.24,6.448,107.31,255.25,2.16,25.72,13.38,1.043,26.52,13.38,87.88,52.36,11.6,90.7,194.46,1034.0,9.0,0.0,0.0,8.0,1.74,1.0,3.147356738
AL41,26/02/2020,1.48,7.389,127.53,148.28,5.97,22.62,14.06,4.818,23.52,22.21,82.92,53.1,18.08,84.7,206.89,755.9,9.0,0.0,0.0,2.0,3.47,0.9,3.066832966
AL41,27/02/2020,1.44,6.958,124.24,208.58,4.75,20.81,11.79,3.78,21.51,28.33,81.19,59.22,25.68,86.7,212.71,761.0,9.0,0.0,0.0,7.0,3.12,0.7,2.855304396
AL41,28/02/2020,1.75,6.958,151.38,212.06,6.75,22.69,13.93,6.024,23.28,21.75,80.25,47.19,18.11,82.2,195.33,740.5,9.0,0.0,0.0,2.0,1.9,0.96,3.325573442
AL41,29/02/2020,1.96,8.62,168.99,187.95,4.25,22.76,14.03,3.272,23.43,26.6,81.33,55.12,22.98,85.2,200.39,761.0,9.0,0.0,0.0,8.0,4.17,0.89,3.394078188
AL41,01/03/2020,3.16,9.51,272.79,239.34,14.83,21.59,17.64,13.45,22.06,32.08,55.03,44.25,29.23,61.25,114.81,761.2,9.0,0.2,0.0,0.0,5.1,1.15,4.048827667
AL41,02/03/2020,4.81,16.76,415.31,262.15,12.01,23.92,18.21,11.0,24.48,15.43,50.59,36.65,13.02,54.5,201.59,797.0,8.0,0.0,0.0,0.0,2.26,1.41,6.230992595
AL41,03/03/2020,2.9,9.7,250.97,202.89,5.05,22.23,14.94,4.143,22.97,32.11,68.52,45.81,24.03,75.85,181.65,818.0,9.0,0.0,0.0,3.0,2.86,1.03,3.825738657
AL41,04/03/2020,2.18,7.193,188.74,220.6,11.31,23.53,17.17,10.33,24.29,35.71,72.93,53.61,33.46,77.77,224.54,797.0,9.0,0.0,0.0,0.0,7.35,0.98,3.765357809
AL41,05/03/2020,2.57,10.45,222.26,256.98,4.42,25.17,15.5,3.706,25.91,25.14,85.13,49.5,22.7,87.0,220.56,890.0,9.0,0.0,0.0,3.0,3.37,1.12,4.287762878
AL41,06/03/2020,2.7,10.07,233.19,311.9,10.58,18.99,14.29,8.75,19.77,21.09,51.08,32.89,20.22,60.17,172.82,1057.0,10.0,0.0,0.0,0.0,-2.43,1.13,3.983356173
AL41,07/03/2020,2.69,10.78,232.2,4.79,7.33,19.81,13.56,5.852,20.34,21.28,76.03,37.14,19.77,80.6,233.47,936.0,10.0,0.0,0.0,0.0,-2.0,1.05,3.952714243
AL41,08/03/2020,1.77,8.66,152.7,185.26,2.75,21.25,12.2,2.022,21.58,26.57,83.18,60.16,20.75,85.8,234.12,859.0,10.0,0.0,0.0,6.0,3.59,0.72,3.385299692
AL41,09/03/2020,2.64,8.31,227.72,31.48,8.05,23.24,15.98,7.339,24.02,20.73,80.06,41.34,18.76,83.1,217.01,890.0,10.0,0.0,0.0,0.0,1.99,1.16,4.289200345
AL41,10/03/2020,3.23,7.762,279.26,87.56,10.01,21.91,15.87,8.78,22.85,23.01,73.54,43.24,20.35,77.2,225.82,900.0,9.0,0.0,0.0,0.0,2.43,1.09,4.562095704
AL41,11/03/2020,1.2,7.683,103.54,183.26,5.73,28.61,15.34,4.611,29.44,19.73,84.27,57.36,17.74,86.9,237.91,812.0,10.0,0.0,0.0,3.0,5.49,1.03,3.828811618
AL41,12/03/2020,1.05,5.978,90.34,174.68,5.84,27.34,15.66,5.185,27.8,21.78,82.52,55.27,18.21,84.5,220.17,900.0,10.0,0.0,0.0,3.0,5.04,1.1,3.426358643
AL41,13/03/2020,1.54,7.703,133.47,142.56,6.74,21.83,14.16,6.298,22.66,37.1,79.94,59.14,32.7,81.3,181.21,1064.0,10.0,0.0,0.0,1.0,5.66,0.78,2.985348699
AL41,14/03/2020,1.46,6.35,125.82,167.53,6.36,20.86,14.12,5.452,21.51,42.6,85.02,70.97,35.94,87.3,235.35,869.0,10.0,0.0,0.0,1.0,8.6,0.54,3.095297765
AL41,15/03/2020,1.6,7.781,138.25,143.69,8.22,19.74,14.5,7.305,20.23,48.57,87.83,72.02,46.36,88.7,205.95,982.0,10.0,0.1,0.0,0.0,9.24,0.51,2.840488576
AL41,16/03/2020,2.86,10.17,247.36,67.55,7.91,15.68,11.56,7.44,16.82,53.58,89.58,74.78,46.66,90.3,81.76,1157.0,6.0,1.7,0.0,0.0,7.13,0.34,2.078663715
AL41,17/03/2020,3.06,7.722,264.48,32.7,8.43,15.65,12.22,8.18,16.18,56.83,84.43,69.92,54.59,85.7,96.67,1034.0,6.0,1.8,0.0,0.0,6.79,0.44,2.203734701
AL41,18/03/2020,3.1,8.78,267.92,25.66,12.97,19.06,15.13,12.62,19.47,43.38,76.59,62.37,40.47,77.37,194.1,890.0,10.0,0.0,0.0,0.0,7.74,0.68,3.602141977
AL41,19/03/2020,2.91,7.742,251.51,30.67,11.39,17.05,13.62,11.14,17.56,44.58,80.51,64.94,41.93,81.8,111.66,828.0,10.0,0.0,0.0,0.0,6.94,0.57,2.771460165
AL41,20/03/2020,2.35,7.624,203.37,30.99,10.45,15.47,13.03,9.86,15.67,50.93,84.35,69.7,48.75,85.8,68.45,360.0,5.0,0.0,0.0,0.0,7.44,0.47,2.02486105
AL41,21/03/2020,1.44,8.64,123.99,17.05,8.45,14.78,11.18,7.575,15.24,62.25,90.07,81.56,60.03,90.6,46.57,375.4,3.0,15.7,0.0,0.0,8.07,0.26,1.332664767
AL41,22/03/2020,0.67,3.685,57.47,342.36,6.85,11.98,9.9,6.127,12.45,82.32,90.57,87.77,79.48,90.9,59.49,303.4,5.0,6.1,0.0,1.0,7.97,0.15,1.014286228
AL41,23/03/2020,1.89,7.644,163.4,11.56,4.51,13.65,10.5,3.675,14.2,80.53,92.0,88.65,75.54,92.1,79.08,1023.0,6.0,13.9,0.0,5.0,8.69,0.15,1.263181356
AL41,24/03/2020,4.08,12.47,352.31,21.97,10.29,12.04,11.16,10.06,12.22,74.44,91.12,88.89,72.36,91.4,19.47,97.7,0.0,55.2,0.0,0.0,9.39,0.15,1.234615805
AL41,25/03/2020,2.07,7.076,179.1,92.02,8.05,14.72,10.88,7.204,15.52,49.22,90.9,73.53,43.71,91.3,186.01,1311.0,9.0,3.1,0.0,0.0,6.06,0.37,2.537785807
AL41,26/03/2020,2.28,7.82,196.73,68.72,4.97,18.49,11.64,4.305,19.1,30.55,92.55,71.89,26.97,93.0,200.48,1095.0,10.0,1.0,0.0,5.0,5.9,0.48,3.31440021
AL41,27/03/2020,1.84,5.704,158.72,20.34,8.21,10.94,9.56,8.05,11.51,67.56,90.32,79.47,63.13,90.7,43.67,653.2,3.0,5.3,0.0,0.0,6.11,0.25,1.202933848
AL41,28/03/2020,1.52,5.919,131.24,35.04,6.11,16.28,10.62,5.623,16.73,36.18,89.42,71.16,31.02,91.0,231.47,1157.0,10.0,1.1,0.0,1.0,5.07,0.43,2.955126223
AL41,29/03/2020,1.56,7.546,134.5,205.85,4.18,19.34,11.26,3.542,19.77,37.02,89.95,70.11,31.62,91.5,279.3,905.0,11.0,0.0,0.0,7.0,5.24,0.51,3.477080505
AL41,30/03/2020,1.79,7.84,154.37,102.48,5.78,18.56,11.85,5.252,19.46,52.44,90.67,77.87,46.67,91.3,185.34,1183.0,8.0,0.0,0.0,3.0,7.9,0.36,2.691142132
AL41,31/03/2020,1.41,6.37,122.24,65.28,10.87,16.6,13.07,10.63,17.43,69.91,90.82,82.4,64.98,91.0,128.04,1173.0,8.0,4.0,0.0,0.0,10.08,0.28,1.925833033
AL41,01/04/2020,1.65,7.703,142.25,208.82,10.59,19.21,14.09,9.76,20.0,55.98,92.25,80.26,50.86,92.6,201.22,1224.0,9.0,5.9,0.0,0.0,10.52,0.35,2.847726365
AL41,02/04/2020,1.37,5.802,118.4,258.59,6.25,16.43,11.35,5.387,17.14,48.89,90.62,76.16,41.88,91.6,203.63,1162.0,10.0,0.0,0.0,4.0,6.99,0.37,2.647003593
AL41,03/04/2020,1.76,7.311,152.36,188.11,8.34,18.16,12.5,6.697,19.13,44.34,90.35,70.94,37.23,91.5,246.24,1183.0,10.0,0.0,0.0,0.0,6.83,0.5,3.274043408
AL41,04/04/2020,1.71,7.33,147.96,93.66,5.11,17.68,12.0,4.752,18.08,51.36,91.3,74.01,44.99,91.7,236.14,1188.0,10.0,0.0,0.0,6.0,7.19,0.43,3.011024641
AL41,05/04/2020,1.51,6.115,130.81,100.99,7.44,18.37,13.14,6.461,19.03,53.62,90.58,74.35,49.85,91.6,255.15,1203.0,10.0,0.0,0.0,0.0,8.36,0.44,3.189247997
AL41,06/04/2020,1.15,5.429,99.57,179.88,5.73,18.47,12.83,5.15,19.06,56.24,91.8,78.31,53.12,92.0,199.86,1139.0,9.0,0.0,0.0,2.0,8.9,0.38,2.64552596
AL41,07/04/2020,1.27,7.134,109.82,81.96,8.3,19.76,13.67,7.136,20.37,46.14,92.0,74.23,41.61,92.6,246.26,1291.0,10.0,0.0,0.0,0.0,8.75,0.48,3.265750621
AL41,08/04/2020,1.52,6.723,131.29,62.37,6.15,20.04,13.33,5.218,20.57,42.99,89.82,67.83,35.03,90.5,262.78,1103.0,11.0,0.0,0.0,2.0,6.91,0.59,3.519009485
AL41,09/04/2020,1.7,6.037,147.15,25.69,8.69,19.11,14.19,7.947,19.94,40.25,88.02,65.54,36.48,89.1,193.65,1280.0,10.0,0.0,0.0,0.0,7.31,0.63,3.125815142
AL41,10/04/2020,1.56,6.782,134.67,131.89,10.32,20.98,15.45,9.73,21.45,24.65,82.93,52.93,19.94,84.9,260.4,1070.0,10.0,0.0,0.0,0.0,4.75,0.92,4.006873066
AL41,11/04/2020,1.75,6.919,151.14,82.13,4.83,20.38,14.03,4.385,20.88,32.04,88.9,62.55,26.46,90.5,286.65,1121.0,11.0,0.0,0.0,3.0,6.04,0.72,4.004066774
AL41,12/04/2020,2.05,6.84,177.0,23.52,11.51,17.49,13.87,11.07,17.85,41.77,87.48,68.24,37.26,88.5,106.5,972.0,6.0,1.1,0.0,0.0,7.66,0.54,2.53879144
AL41,13/04/2020,1.42,6.586,122.73,146.96,11.39,19.76,14.74,11.17,20.44,64.8,91.45,83.83,60.0,91.7,203.02,1270.0,9.0,3.0,0.0,0.0,11.93,0.3,2.842115402
AL41,14/04/2020,1.15,4.371,99.42,64.87,13.77,16.69,14.72,13.45,16.89,84.02,91.95,89.97,82.5,92.2,56.13,761.1,5.0,15.6,0.0,0.0,13.1,0.17,1.207367849
AL41,15/04/2020,1.7,7.33,147.18,90.93,13.58,18.94,15.39,13.42,19.43,65.36,91.97,85.56,55.92,92.1,121.77,1085.0,7.0,9.4,0.0,0.0,12.92,0.27,2.19776819
AL41,16/04/2020,1.0,4.39,86.7,128.42,12.2,20.07,15.27,11.28,20.6,59.6,92.5,81.64,56.46,92.8,166.69,1095.0,10.0,0.0,0.0,0.0,11.95,0.36,2.545234193
AL41,17/04/2020,1.73,5.802,149.12,76.63,11.93,20.52,15.88,11.51,20.91,58.15,92.33,79.61,55.1,92.7,168.72,921.0,10.0,0.1,0.0,0.0,12.16,0.41,2.803265538
AL41,18/04/2020,1.13,4.155,97.71,28.21,12.84,18.53,16.06,12.41,18.9,70.9,92.0,84.67,68.35,92.1,66.8,357.4,7.0,0.5,0.0,0.0,13.4,0.29,1.51209778
AL41,19/04/2020,1.02,7.997,88.32,218.06,11.87,22.83,16.66,10.8,23.79,52.39,92.63,80.6,47.36,92.9,165.76,1003.0,9.0,1.5,0.0,0.0,12.98,0.43,2.778693386
AL41,20/04/2020,1.52,7.213,131.46,348.11,10.18,23.87,16.76,9.33,24.9,30.58,91.4,57.36,26.58,92.1,216.68,1332.0,12.0,0.1,0.0,0.0,7.31,0.96,3.853415055
AL41,21/04/2020,1.6,6.448,137.87,65.52,10.04,19.22,15.08,9.26,20.38,40.96,84.23,62.23,36.01,87.3,217.14,1288.0,10.0,1.6,0.0,0.0,7.42,0.7,3.411676448
AL41,22/04/2020,2.5,10.11,216.1,26.5,12.79,21.79,17.09,11.75,22.36,40.03,86.32,58.81,35.23,87.2,198.86,1244.0,10.0,0.0,0.0,0.0,8.45,0.85,3.890484795
AL41,23/04/2020,1.59,6.919,137.04,130.57,10.21,21.12,15.48,9.69,21.89,49.33,91.15,74.5,45.01,92.1,286.4,1229.0,12.0,0.0,0.0,0.0,10.52,0.53,3.963867558
AL41,24/04/2020,1.7,8.7,146.8,34.15,9.22,19.94,14.62,8.56,20.48,46.93,91.17,71.82,41.68,91.5,191.69,1306.0,11.0,0.0,0.0,0.0,9.16,0.54,3.137638632
AL41,25/04/2020,0.99,3.822,85.79,39.05,11.54,14.9,13.05,10.97,15.17,82.06,92.42,88.18,79.2,92.7,53.27,195.4,3.0,15.1,0.0,0.0,11.14,0.18,1.147976802
AL41,26/04/2020,1.24,5.998,106.89,162.04,8.48,22.92,16.02,7.913,23.62,44.77,93.43,75.73,40.65,93.7,260.41,1275.0,12.0,0.1,0.0,0.0,11.19,0.56,3.815461449
AL41,27/04/2020,1.69,8.08,145.6,201.08,11.71,21.29,16.36,10.9,22.45,53.7,91.6,71.59,47.08,92.3,243.79,1152.0,9.0,0.0,0.0,0.0,10.9,0.59,3.64021449
AL41,28/04/2020,1.53,7.742,132.41,160.0,8.55,21.81,15.32,8.18,22.43,43.08,89.75,70.16,37.32,91.2,259.05,1260.0,11.0,0.0,0.0,0.0,9.3,0.63,3.870544108
AL41,29/04/2020,2.25,10.29,194.16,170.46,7.97,22.06,15.56,7.339,22.52,34.11,90.45,67.31,30.91,91.5,335.72,1003.0,12.0,0.0,0.0,0.0,8.58,0.72,4.925493378
AL41,30/04/2020,1.59,9.0,137.46,191.65,9.94,26.21,17.24,8.95,27.06,28.67,90.33,64.12,22.4,91.7,306.96,1028.0,11.0,0.0,0.0,0.0,9.28,0.88,4.999900904
AL41,01/05/2020,1.75,7.997,151.61,182.87,11.19,25.0,18.27,10.77,25.64,42.41,89.15,63.87,37.68,90.8,322.91,992.0,12.0,0.0,0.0,0.0,10.6,0.91,4.941059256
AL41,02/05/2020,1.54,7.311,133.17,170.61,12.27,28.31,20.38,11.41,29.21,31.32,86.88,61.33,28.7,91.6,331.13,992.0,12.0,0.0,0.0,0.0,11.57,1.17,5.497155595
AL41,03/05/2020,1.36,5.919,117.78,164.97,11.21,30.04,20.87,10.18,30.52,27.03,88.28,58.32,22.5,90.5,339.61,1034.0,12.0,0.0,0.0,0.0,10.74,1.38,5.670216716
AL41,04/05/2020,1.31,6.448,113.01,153.97,11.01,30.01,20.85,10.27,30.49,23.6,88.6,56.08,21.35,90.2,317.95,1013.0,12.0,0.0,0.0,0.0,9.89,1.44,5.458162818
AL41,05/05/2020,1.46,6.076,126.52,183.25,12.9,28.88,20.98,12.56,29.44,30.6,85.12,57.23,27.35,86.1,318.75,1013.0,12.0,0.0,0.0,0.0,11.0,1.31,5.44638246
AL41,06/05/2020,1.94,8.47,167.7,118.4,12.78,27.89,20.78,12.25,28.68,32.54,88.32,58.32,25.81,89.8,307.77,1003.0,12.0,0.0,0.0,0.0,11.2,1.23,5.491757613
AL41,07/05/2020,2.53,8.78,218.79,30.71,15.27,26.74,21.01,14.58,27.23,25.05,83.52,51.57,22.47,85.0,268.55,1126.0,12.0,0.0,0.0,0.0,9.51,1.34,5.617694387
AL41,08/05/2020,2.29,7.624,198.04,118.75,14.14,25.27,19.59,13.36,25.88,39.3,82.03,61.6,34.58,84.8,305.69,1188.0,12.0,0.0,0.0,0.0,11.58,0.97,5.292880028
AL41,09/05/2020,1.82,7.487,157.51,147.88,14.76,23.23,18.81,13.8,23.72,57.51,89.23,73.82,54.41,91.1,275.0,1214.0,12.0,0.0,0.0,0.0,13.84,0.62,4.245678517
AL41,10/05/2020,2.94,10.45,253.83,249.3,15.36,24.34,19.68,13.79,25.71,24.25,85.37,47.08,21.45,87.2,261.48,1270.0,11.0,0.0,0.0,0.0,6.53,1.32,5.467445321
AL41,11/05/2020,2.8,10.68,241.93,200.44,13.78,26.47,20.28,13.29,27.53,27.45,81.12,47.08,20.27,82.3,343.71,1147.0,12.0,0.0,0.0,0.0,7.78,1.39,6.333795533
AL41,12/05/2020,2.05,6.39,177.48,59.97,13.46,22.92,18.9,11.31,24.0,37.94,78.7,52.65,34.62,83.7,168.0,1435.0,12.0,0.0,0.0,0.0,8.67,1.09,3.771069498
AL41,13/05/2020,1.72,7.997,148.61,172.17,7.42,23.19,16.56,6.874,23.89,30.18,85.53,55.76,27.66,87.5,352.29,1028.0,12.0,0.0,0.0,0.0,6.49,1.0,5.185787418
AL41,14/05/2020,2.2,8.06,190.14,175.85,11.75,21.77,15.78,11.11,22.57,37.97,91.42,71.49,31.52,91.7,226.55,1368.0,9.0,12.1,0.0,0.0,10.12,0.58,4.052353906
AL41,15/05/2020,1.38,5.508,118.82,35.41,11.8,19.46,15.78,10.9,19.91,50.72,90.35,69.74,45.97,90.9,113.83,653.1,9.0,0.2,0.0,0.0,9.97,0.59,2.380498222
AL41,16/05/2020,1.56,8.68,134.9,185.25,9.41,21.52,16.29,8.59,22.59,41.42,90.22,68.97,36.92,91.8,209.56,1255.0,12.0,0.0,0.0,0.0,9.97,0.68,3.570871769
AL41,17/05/2020,1.34,6.958,115.98,185.0,10.29,21.71,16.03,9.53,22.19,42.94,92.08,74.28,38.98,92.6,185.35,1018.0,12.0,0.0,0.0,0.0,11.05,0.54,3.242814006
AL41,18/05/2020,1.99,8.17,171.69,182.79,10.74,26.39,18.7,10.1,26.93,34.07,90.9,61.46,31.2,91.5,345.93,1059.0,12.0,0.0,0.0,0.0,10.04,1.04,5.643598477
AL41,19/05/2020,1.71,7.722,147.59,172.52,11.42,29.0,20.73,10.61,29.78,28.17,84.7,55.28,26.04,87.6,348.3,1008.0,12.0,0.0,0.0,0.0,10.1,1.37,6.012949641
AL41,20/05/2020,1.64,7.076,141.59,193.87,12.8,31.38,22.5,11.88,32.03,23.37,85.92,52.45,19.19,87.6,324.24,1008.0,12.0,0.0,0.0,0.0,10.68,1.63,6.127735331
AL41,21/05/2020,1.87,7.644,161.63,115.28,14.71,30.94,23.02,13.87,31.43,30.74,84.57,58.04,27.52,86.8,344.86,1003.0,12.0,0.1,0.0,0.0,12.96,1.47,6.392916977
AL41,22/05/2020,1.57,7.076,135.46,183.68,14.07,31.91,22.63,13.1,32.41,26.7,89.47,54.91,23.51,90.8,344.18,993.0,12.0,0.0,0.0,0.0,11.58,1.56,6.304615861
AL41,23/05/2020,1.4,6.429,120.69,167.88,12.4,31.91,22.59,10.77,32.78,19.76,82.94,47.21,17.23,85.6,335.39,1059.0,12.0,0.0,0.0,0.0,8.63,1.83,6.142255472
AL41,24/05/2020,2.25,7.664,194.65,41.93,16.18,28.07,22.1,14.98,28.88,27.99,75.44,50.42,25.67,78.1,349.9,1018.0,12.0,0.0,0.0,0.0,10.31,1.48,6.502731148
AL41,25/05/2020,1.79,7.879,154.54,31.69,13.04,27.65,20.65,12.52,28.27,24.97,79.78,49.62,22.53,81.9,301.42,1342.0,12.0,0.0,0.0,0.0,8.46,1.41,5.610953914
AL41,26/05/2020,2.54,9.25,219.82,31.51,13.79,28.05,20.87,12.93,28.65,30.88,77.01,54.88,28.37,78.08,335.39,1003.0,12.0,0.0,0.0,0.0,10.76,1.26,6.384136188
AL41,27/05/2020,3.03,9.06,261.56,34.32,16.07,28.34,22.27,15.62,29.05,24.39,74.07,49.92,22.2,75.85,345.27,1003.0,12.0,0.0,0.0,0.0,10.09,1.52,7.096169267
AL41,28/05/2020,2.69,9.06,232.64,28.99,15.45,26.0,20.79,14.91,26.49,25.99,71.68,45.66,24.05,74.22,248.27,1129.0,11.0,0.1,0.0,0.0,7.76,1.44,5.659418548
AL41,29/05/2020,1.92,7.82,165.96,53.25,11.83,28.32,20.84,11.28,28.98,23.4,67.72,41.48,22.26,71.6,359.04,1023.0,12.0,0.0,0.0,0.0,5.91,1.67,6.410601912
AL41,30/05/2020,1.79,6.919,154.71,137.85,8.79,27.85,19.38,8.05,28.75,23.84,76.45,44.35,19.8,80.5,352.19,1034.0,12.0,0.0,0.0,0.0,5.47,1.51,6.056014944
AL41,31/05/2020,1.62,6.919,139.67,80.95,8.23,28.39,19.99,7.576,29.41,22.18,75.63,44.55,20.58,79.14,255.4,1106.0,11.0,0.1,0.0,0.0,5.94,1.55,5.136046611
AL41,01/06/2020,1.63,8.17,140.72,160.85,12.67,29.05,21.22,11.48,29.81,23.96,86.33,51.94,21.86,88.3,327.87,1039.0,12.0,0.1,0.0,0.0,9.3,1.47,5.901048122
AL41,02/06/2020,1.55,7.311,133.97,178.66,10.2,29.1,20.3,9.5,30.49,23.52,82.08,59.65,20.17,85.0,281.71,1162.0,11.0,0.0,0.0,0.0,11.04,1.18,5.381054329
AL41,03/06/2020,1.83,8.43,157.74,161.11,12.27,27.58,20.92,11.65,28.21,39.98,90.58,65.5,35.25,91.0,348.61,1111.0,12.0,0.0,0.0,0.0,13.5,1.03,5.768068875
AL41,04/06/2020,3.05,11.52,263.62,290.5,16.47,31.56,23.33,15.28,32.61,20.48,84.4,48.2,17.84,86.4,306.72,1301.0,11.0,1.4,0.0,0.0,10.1,1.75,7.358610458
AL41,05/06/2020,2.33,9.45,201.34,169.14,13.84,28.17,21.46,12.59,28.98,26.48,89.95,60.29,23.51,90.9,362.95,1039.0,12.0,0.0,0.0,0.0,11.98,1.26,6.545717247
AL41,06/06/2020,2.03,8.58,174.99,177.94,14.81,30.06,22.81,14.1,30.76,27.81,85.95,54.06,25.7,87.8,331.04,1147.0,12.0,0.0,0.0,0.0,11.86,1.52,6.346170826
AL41,07/06/2020,2.02,8.33,174.15,114.03,15.04,28.91,23.52,14.57,30.16,26.27,74.84,41.83,24.49,77.5,235.11,1327.0,13.0,0.6,0.0,0.0,8.81,1.85,5.35249006
AL41,08/06/2020,1.92,9.68,165.59,139.63,15.49,23.68,18.93,14.94,24.81,49.06,87.93,73.5,42.54,88.6,190.66,1337.0,9.0,1.2,0.0,0.0,13.86,0.62,3.73101704
AL41,09/06/2020,1.8,7.84,155.34,154.04,14.09,23.74,19.34,13.46,25.18,45.8,90.03,70.74,40.96,90.6,232.3,1352.0,12.0,0.0,0.0,0.0,13.43,0.74,4.134502477
AL41,10/06/2020,1.9,7.566,163.9,146.25,11.43,26.37,19.52,10.33,27.13,39.46,90.55,67.32,35.12,91.1,323.48,1214.0,12.0,0.0,0.0,0.0,12.6,0.91,5.386126737
AL41,11/06/2020,3.12,10.64,269.45,199.62,11.35,29.53,22.75,10.03,30.7,19.59,87.52,47.65,15.55,90.2,366.35,1028.0,13.0,0.0,0.0,0.0,9.03,1.76,7.411418255
AL41,12/06/2020,3.31,11.13,286.13,250.95,16.79,29.15,24.07,15.3,29.78,18.67,54.45,31.82,15.41,60.71,356.84,1208.0,12.0,0.0,0.0,0.0,5.54,2.14,7.983737918
AL41,13/06/2020,2.68,9.53,231.84,185.22,13.35,26.39,21.17,12.62,27.13,22.27,57.95,35.57,20.34,60.32,373.55,1152.0,13.0,0.0,0.0,0.0,4.61,1.73,6.981603928
AL41,14/06/2020,1.81,8.23,156.04,217.72,12.9,29.27,21.73,11.82,29.98,19.46,61.99,40.35,17.37,67.56,336.16,1039.0,12.0,0.0,0.0,0.0,6.41,1.76,6.393900597
AL41,15/06/2020,2.23,9.07,193.08,181.83,13.43,31.16,22.95,12.49,31.87,18.05,71.7,39.67,16.39,76.14,367.02,1065.0,13.0,0.0,0.0,0.0,6.5,2.01,7.297196434
AL41,16/06/2020,2.07,8.6,179.16,127.62,13.5,31.38,23.49,12.56,32.21,20.15,71.75,41.38,17.61,73.94,342.52,1131.0,12.0,0.0,0.0,0.0,7.69,2.01,6.905865412
AL41,17/06/2020,2.28,9.29,197.24,149.82,14.45,28.03,22.21,13.19,28.78,32.95,82.17,58.25,29.25,83.7,361.55,1059.0,13.0,0.0,0.0,0.0,12.68,1.3,6.455443673
AL41,18/06/2020,2.37,9.66,204.88,78.8,18.94,29.9,23.51,18.41,30.83,38.22,83.9,61.37,34.97,85.3,354.68,1142.0,13.0,0.0,0.0,0.0,15.08,1.24,6.698004461
AL41,19/06/2020,1.74,8.04,150.52,156.31,15.97,28.72,22.71,15.41,29.75,38.75,81.42,61.24,35.14,83.4,296.69,1188.0,13.0,0.0,0.0,0.0,14.33,1.18,5.520181779
AL41,20/06/2020,1.66,7.389,143.56,156.78,13.33,31.24,22.73,12.49,31.8,29.54,80.36,53.3,26.85,82.8,358.06,1008.0,13.0,0.0,0.0,0.0,11.66,1.57,6.488523112
AL41,21/06/2020,1.8,7.742,155.49,159.49,13.85,33.8,25.13,13.1,34.28,19.98,78.21,47.14,17.1,80.8,361.16,1013.0,13.0,0.0,0.0,0.0,11.0,2.13,7.144066957
AL41,22/06/2020,2.26,8.55,195.61,76.52,17.03,31.88,24.48,16.16,32.38,22.4,82.72,51.62,21.48,84.3,359.4,1008.0,13.0,0.0,0.0,0.0,12.35,1.74,7.274502486
AL41,23/06/2020,2.3,8.62,198.99,42.88,17.66,31.4,24.61,17.4,32.07,26.2,82.18,51.39,24.92,83.2,357.28,1003.0,13.0,0.0,0.0,0.0,12.72,1.72,7.147426281
AL41,24/06/2020,2.21,7.35,190.85,22.14,19.18,31.51,24.79,18.04,32.34,23.98,74.71,46.99,22.23,75.96,267.12,1049.0,10.0,0.0,0.0,0.0,11.55,1.84,6.341781643
AL41,25/06/2020,2.1,8.25,181.66,40.22,17.85,33.94,26.06,17.1,35.19,19.16,70.68,41.38,16.56,76.47,351.35,993.0,13.0,0.0,0.0,0.0,10.3,2.27,7.532087878
AL41,26/06/2020,2.0,8.11,172.99,166.68,17.05,31.77,24.56,16.32,32.28,31.61,78.01,55.38,29.34,80.5,349.76,993.0,12.0,0.0,0.0,0.0,14.4,1.56,6.808443502
AL41,27/06/2020,1.95,9.23,168.11,196.33,16.25,34.34,25.62,15.38,35.15,16.88,78.73,43.85,14.46,82.5,325.69,1101.0,13.0,0.0,0.0,0.0,10.12,2.22,7.120899191
AL41,28/06/2020,1.94,7.958,167.92,158.64,15.41,33.05,25.06,14.81,33.61,20.88,68.12,45.18,17.17,73.18,356.92,998.0,13.0,0.0,0.0,0.0,11.25,2.02,7.207962466
AL41,29/06/2020,1.94,8.76,167.79,141.26,14.91,33.92,25.67,14.31,34.56,22.29,78.44,49.22,20.74,80.2,353.06,993.0,13.0,0.0,0.0,0.0,12.66,2.04,7.184319618
